Item No.,Description,Unit,Rate,
13-98,"vuqeksfnr Nki vkSj fuekZrk ds uE; ik;l jksxu ls nhokjksa ij jksxu djuk rkfd ,dlkj vkHkk gks tk, %",,,
,"13-98-1 iqjkus dke ij] ¼,d ;k vf/kd rgksa esa½",oxZ ehVj,90.85,
13-99,"vuqeksfnr Nki vkSj fuekZrk ds visf{kr jax ds la”kfy’V busesy jksxu ls jksxu djuk rkfd ,dlkj vkHkk gks tk, %",,,
,"13-99-1 iqjkus dke ij] ,d ;k vf/kd rgksa esa jksxu djuk",oxZ ehVj,86.55,
13-100,"vuqeksfnr Nki vkSj fuekZrk ds ,E;wfefu;e isUV ls jksxu djuk 13-100-1iqjkus dke ij] ¼,d ;k vf/kd rgksa esa½",oxZ ehVj,79.40,
13-101,"vuqeksfnr Nki vkSj fuekZrk ds visf{kr jax ds rstkcjks/kh jksxu ls jksxu djuk rkfd ,dlkj vkHkk gks tk, %",,,
,"13-101-1 iqjkus dke ij] ¼,d ;k vf/kd rgksa esa½",oxZ ehVj,91.25,
13-102,"vuqeksfnr Nki vkSj fuekZrk ds dkys laj{k.k & jks/kh fcVwesuh jksxu ls jksxu djuk rkfd ,dlkj vkHkk gks tk, %",,,
,"13-102-1 iqjkus dke ij] ¼,d ;k vf/kd rgksa esa½",oxZ ehVj,77.05,
13-103,Qzsap fLifjV ikfy”k djuk %,,,
,"13-103-1 iqjkus dke ij] ¼,d ;k vf/kd rgksa esa½",oxZ ehVj,185.40,
13-104,vuqeksfnr Nki vkSj fuekZrk dh cuh cukbZ ekse ikfyl ls ydM+h ds dke ij ikfy”k djuk %,,,
,13-104-1 iqjkus dke ij,oxZ ehVj,82.95,
13-105,vuqeksfnr Nki vkSj fuekZrk ds CySd & tkiku jksxu ls v{kjksa dh nqckjk fy[kkbZ,izfr v{kj izfr lseh,,
,,Å¡pkbZ,3.20,
13-106,"vuqeksfnr Nki vkSj fuekZrk ds CySd & tkiku jksxu ls ¼,d ;k vf/kd rgksa esa½ jksxu djuk rkfd ,dlkj vkHkk gks tk, %",oxZ ehVj,78.60,
13-107,"gkSnh ;k /kkou & ik= ds fy, Øksfe;e & eqyEek;qDr ihry dh tathj ,oa jcM+ & xÍs dh O;oLFkk djuk vkSj yxkuk] laiw.kZ",,,
,13-107-1 32 feeh O;kl ds,izR;sd,76.40,
,13-107-2 40 feeh O;kl ds,izR;sd,76.40,
13-108,Vuqeksfnr fuekZrk ds 50 xzke@yh- ls de ohvkslh dUVsUV okys izFke xq.koRrk okys ¼rS;kj “kqnk½ ls fMlVsEij djuk laiw.kZ A,,,
,"13-108-1 iqjkus dke ij] ¼,d ;k vf/kd rgksa esa½",oxZ ehVj,50.60,
13-109,"visf{kr vkHkk ds ty lg lhesaV jksxu ls laiwfrZ djuk 13-109-1 iqjkus dke ij ¼,d ;k vf/kd rgksa esa 2-20 fdxzk-/10 oxZ eh- dh nj ls½ 0-80 yhVj/10 oxZ eh- dh nj ls vLrj.k dh rg ds Åij laiw.kZ vLrj.k rg dh ykxr lfgr",oxZ ehVj,94-15,
,"13-109-2 iqjkus dke ij] ¼,d ;k vf/kd rgksa esa 2-20 fdxzk-/10 oxZ eh- dh nj ls½ laiw.kZ %",oxZ ehVj,63.25,
13-110,visf{kr vkHkk ds js”ksnkj ckgjh jksxu ls nhokjksa dh laiwfrZ djuk,,,
,13-110-1 iqjkus dke ij ¼3-28 yh-/10 oxZ eh- dh nj ls fo,eku lhesaV jksxu lrg ij yxkbZ xbZ nks ;k vf/kd rg½,oxZ ehVj,191.40
,"13-110-2 iqjkus dke ij ¼,d ;k vf/kd rg½ 1-82 yh-/10 oxZ eh- dh nj ls",oxZ ehVj,118.85,
13-111,"visf{kr vkHkk ds flyhdksu fefJr ,Økbfyd fpdus ckgjh jksxu ls nhokjksa dh laiwfrZ djuk",,,
,13-111-1 iqjkus dke ij ¼1-67 yh-/10 oxZ eh- dh nj ls nks ;k vf/kd rg½ fo,eku lhesaV jksxu lrg ds Åij,oxZ ehVj,111.60
13-112,"13-111-2 iqjkus dke ij ¼0-90 yh-/10 oxZ eh- dh nj ls ,d ;k vf/kd rg½ visf{kr vkHkk ds flyhdkWu fefJr fizfe;e ,Økbfyd fpdus ckgjh jksxu ls nhokjksa dh laiwfrZ djuk 13-112-1 iqjkus dke ij fo",eku lhesaV jksxu lrg ij ¼1-43 yh-/10 oxZ eh- dh nj ls nks ;k vf/kd rg½,oxZ ehVj oxZ ehVj,74.75 108-60
,"13-112-2 iqjkus dke ij ¼0-83 yh-/10 oxZ eh- dh nj ls ,d ;k vf/kd rg½",oxZ ehVj,74.10,
13-113,vuqeksfnr Nki vkSj fuekZrk dh okfuZ”k ls okfuZ”k djuk %,,,
,"13-113-1 dksiy okfuZ”k ls ,d ;k vf/kd rgksa esa",oxZ ehVj,79.45,
,"13-113-2 Likj & okfuZ”k ls ,d ;k vf/kd rgksa esa",oxZ ehVj,79.85,
13-114,"ydM+h ds dke ij esykekbu dh ikfy”k djuk ¼,d ;k vf/kd rgksa esa½",oxZ ehVj,118.35,
13-115,"iqjkus dke ij vuqeksfnr Nki vkSj fuekZrk dh vLrj & okfuZ”k ls ,d ;k vf/kd rgksa esa okfuZ”k djuk %",oxZ ehVj,82.95,
13-116,"ydM+h ds dke ij vko';d jax@ydM+h ds 'ksM VsDlpj esa gkbZ Xy‚l@ eSV fQfu'k esykekbu fDy;j i‚fy'k esa i‚fyf'kax fuEufyf[kr çfØ;k ds lkFk uhps Øe esa fn, x, gS% 1- i‚fy'k dh tkus okyh lrg dks 80@120 uadslSaM isij ls vkSj fQj 160@180 ua ds lSaM isij ls jxM+k tkrk gSA 2- Lçs xu ds lkFk lhyj ds nks dksV yxkus vkSj igys dksV vkSj nwljs dksV ds fy, i;kZIr le; 8 ls 12 ?kaVs rd lw[kus fn;k tkrk gSA 3- lhyj dksV ds lw[kus ij] vfrfjä lhyj ijr dks gVkus ds fy, i;kZIr ikuh ds lkFk mR—""V xzsfMax ds bejh diM+s ds lkFk xhyk jxM+uk vkSj bl çfØ;k ds ckn lrg dks vkSj vf/kd fpduk cukuk] fQj lrg dks lHkh NksVs&cM+s Nsnksa@njkjksa vkfn dks fo'ks""k xzsM esykekbu fQylZ ds lkFk Hkjk tkrk gSA fQyj dksV dks 4 ls 6 ?kaVs ds fy, lw[kus fn;k tkrk gS] ftl ij fQj ls gYdh xhyh jxM+ dh tkrh gS] bl lrg dks 12 ?kaVs ds fy, vkSj lw[kus fn;k tkrk gSA 4- bl ij esykekbu i‚fy'k dk igyk dksV esykekbu fDy;j i‚fy'k vkSj esykekbu fFkuj dk mi;ksx djds Lçs xu ds lkFk vko';d vuqikr esa yxk;k tkrk gSA bl igys dksV dks 24 ?kaVs ds fy, lw[kus fn;k tkrk gS] fQj bl lw[kh lrg dks fQj ls vPNh rjg ls xhyk djds fpduk fd;k tkrk gS] ftls vkSj 12 ?kaVs rd lw[kus fn;k tkrk gSA vafre esykekbu i‚fy'k dks çHkkjh vfHk;ark ds funs'kkuqlkj vko';d vuqikr esa fefJr esykekbu fDy;j i‚fy'k vkSj esykekbu fFkuj dk mi;ksx djds daçs'kj çs'kj Lçs xu ds lkFk yxk;k tkrk gSA ¼vafre dksV fcuk varjky ds 1 ;k 2 ijrksa esa fd;k tkuk gksrk gSA½",oxZehVj,1156-55,
No.,,,,
13.9,Cement plaster 1:3 (1 cement: 3 coarse sand) finished with a floating coat of neat cement.,,,
,13.9.1 12 mm cement plaster,sqm,386.55,
,13.9.2 20 mm cement plaster,sqm,507.85,
13.10,15 mm cement plaster 1:3 (1 cement: 3 coarse sand) finished with a floating coat of neat cement on the rough side of single or half brick wall.,sqm,436.30,
,CEMENT PLASTER IN TWO COATS,,,
13.11,18 mm cement plaster in two coats under layer 12 mm thick cement plaster 1:5 (1 cement : 5 coarse sand) finished with a top layer 6 mm thick cement plaster 1:6 (1 cement : 6 fine sand).,sqm,442.75,
13.12,18 mm cement plaster in two coats under layer 12 mm thick cement plaster 1:5 (1 cement : 5 coarse sand) and a top layer 6 mm thick cement plaster 1:3 (1 cement : 3 coarse sand) finished rough with sponge.,sqm,461.85,
13.13,12 mm cement plaster 1:2 (1 cement : 2 stone dust).,sqm,325.80,
13.14,15 mm cement plaster 1:2 (1 cement : 2 stone dust) on the rough side of single or half brick wall.,sqm,376.65,
13.15,20 mm cement plaster 1:2 (1 cement : 2 stone dust). 6MM CEMENT PLASTER,sqm,450.30,
13.16,6 mm cement plaster of mix :,,,
,13.16.1 1:3 (1 cement : 3 fine sand),sqm,253.05,
13.17,6 mm cement plaster 1:3 (1 cement : 3 fine sand) finished with a floating coat of neat cement and thick coat of Lime wash on top of walls when dry for bearing of R.C.C. slabs and beams.,sqm,334.20,
13.18,Neat cement punning. ROUGH CAST PLASTER,sqm,67.80,
13.19,"Rough cast plaster upto 10 m height above ground level with a mixture of sand and gravel or crushed stone from 6 mm to 10 mm nominal size, dashed over and including the fresh plaster in two layers, under layer 12 mm cement plaster 1:4 (1 cement : 4 coarse sand) and top layer 10 mm cement plaster 1:3 (1 cement : 3 fine sand) mixed with 10% finely grounded hydrated lime by volume of cement.",,,
,13.19.1 Ordinary cement finish using ordinary cement PEBBLE DASH PLASTER,sqm,752.40,
13.20,"Pebble dash plaster upto 10 m height above ground level with a mixture of washed pebble or crushed stone 6 mm to 12.5 mm nominal size, dashed over and including fresh plaster in two layers under layer 12 mm cement plaster 1:4 (1 cement : 4 coarse sand) and top layer 10 mm cement plaster with cement mortar 1:3 (1 cement : 3 fine sand) mixed with 10% finely grounded hydrated lime by volume of cement.",sqm,705.90,
No.,,,,
13.70,Floor polishing on masonry or concrete floors with wax polish of approved brand and manufacture.,sqm,79.60,
13.71,Lettering with black Japan paint of approved brand and manufacture,per letter per cm height,5.05,
13.72,"Washed stone grit plaster on exterior walls height upto 10 metre above ground level, in two layers, under layer 12 mm cement plaster 1:4 (1 cement : 4 coarse sand ), furrowing the under layer with scratching tool, applying cement slurry on the under layer @ 2 Kg of cement per square metre, top layer 15 mm cement plaster 1:1/ 2:2 (1 cement: 1/2 coarse sand : 2 stone chipping 10 mm nominal size), in panels with groove all around as per approved pattern, including scrubbing and washing the top layer with brushes and water to expose the stone chippings ,complete as per specification and direction of Engineer-in-charge (payment for providing grooves shall be made separately).",sqm,985.45,
13.73,"Forming groove of uniform size in the top layer of washed stone grit plaster as per approved pattern using wooden battens, nailed to the under layer, including removal of wooden battens, repair to the edges of panels and finishing the groove complete as per specifications and direction of the Engineer-in-charge :",,,
,13.73.1 15 mm wide and 15 mm deep groove,metre,62.50,
,13.73.2 20 mm wide and 15 mm deep groove,metre,63.10,
13.74,Extra for washed grit plaster on exterior walls of height more than 10 m from ground level for every additional height of 3 m or part thereof.,sqm,140.85,
13.75,Extra for washed stone grit plaster on circular work not exceeding 6 m in radius (in two coats).,sqm,110.85,
13.76,"Forming groove of uniform size from 12x12 mm and upto 25x15 mm in the top layer of washed stone grit plastered surface as per approved pattern, including providing and fixing aluminum channels of appropriate size and thickness (not less than 2 mm), nailed to the under layer with rust proof screws and nails and finishing the groove complete as per specifications and direction of the Engineer-in- Charge.",metre,88.70,
13.77,Extra for using white cement in place of ordinary cement in the top layer of the item of washed stone grit plaster.,sqm,82.95,
13.78,"Providing and applying 12 mm thick (average) premixed formulated one coat gypsum lightweight plaster having additives and light weight aggregates as vermiculite/ perlite respectively conforming to IS: 2547 (Part - 1 & II) 1976, applied on hacked / uneven background such as bare brick/ block/ RCC work on walls & ceiling at all floors and locations, finished in smooth line and level etc. complete.",sqm,363.45,
13-21,vfrfjDr O;oLFkk d,"Hkqxrku] fuekZrkvksa }kjk fu/kkZfjr vuqikr esa tyjks/kh lkexzh lerqY; dh jus vkSj feykus ds fy, %",feJ.k esa iz;qDr 50 fdxzk- lhesaV dk izfr cksjh,60-55
13-22,"vfrfjDr ds fy,] i","Hkqxrku] Hkwfery ls 10 eh- vf/kd Å¡ph ckgjh nhokjksa ij iyLrj djus zR;sd 3 ehVj ;k mlds Hkkx dh vfrfjDr Å¡pkbZ ds fy,",oxZ eh,72-80
13-23,"vfrfjDr ds fy, %",Hkqxrku] 6 ehVj ls vuf/kd f=T;k okyh xksykbZ ds dke ij iyLrj djus,,
,13-23-1,",d ijr esa",oxZ eh,39-35
,13-23-2,nks ijrksa esa,oxZ eh,59-75
13-24,vfrfjDr esa lQkbZ,"Hkqxrku] x<+rksa dkfuZlksa ;k iknkaxksa ij iyLrj djus ds fy,] lwr vkSj ry ls rS;kj djus lfgr",,
,13-24-1,",d ijr esa",oxZ eh,587-20
,13-24-2,nks ijrksa esa,oxZ eh,967-85
13-25,vfrfjDr,"Hkqxrku] iyLrj djus ds fy,%",,
,13-25-1,xksykdkj Nrxhjh esa,oxZ eh,146-65
,13-25-2,Eksgjkch Nrxhjh esa,oxZ eh,158-85
,13-25-3,fQyfoax ryapksa esa,oxZ eh,97-05
13-26,lrg dks IykLVj v cukoVh,"lery rFkk fpduh cukus ds fy, iyLrj dh gqbZ lrg ij 2 feeh eksVh kWQ isfjl dh ykWch miyC/k djkuk rFkk yxkuk] laiw.kZ iRFkj dk iyLrj",oxZ eh,214-30
13-27,vfrfjDr udy fn,"Hkqxrku iyLrj esa js[kk,a cukdj iRFkj ;k daØhV ds [kaMksa dh nhokj dh [kkus ds fy,",oxZ eh,93-75
,lhesaV&e,lkys ds lkns,,
13-28,lhesaV&e ds iV~Vs,lkys 1%4 ¼1 lhesaV % 4 eghu jsr½ dk 12 feeh eksVk lknk lhesaV&elkyk cukuk %,,
,13-28-1,likV iV~Vk,lseh izfr eh,6-25
,13-28-2,/kalk gqvk iV~Vk,lseh izfr eh,6-85
,13-28-3,mBk gqvk iV~Vk,lseh izfr eh,7-80
,13-28-4,x<+r okyk iV~Vk,lseh izfr eh,13-35
13-29,lhesaV&e ds iV~Vs,lkyk 1%4 ¼1 lhesaV % 4 eghu jsr½ dk 18 feeh eksVk lknk lhesaV&elkyk cukuk %,,
,13-29-1,likV iV~Vk,lseh izfr eh,7-60
,13-29-2,/kalk gqvk iV~Vk,lseh izfr eh,8-35
,13-29-3,mBk gqvk iV~Vk,lseh izfr eh,9-55
,13-29-4,x<+r okyk iV~Vk,lseh izfr eh,17-80
13-30,lhesaV&e jsr½ ds l ds lhesaV,lkys dk 18 fe-eh- eksVk iV~Vk nks ijrksa esa] uhps dh 1%5 ¼1 lhesaV% 5 eksVh hesaV&elkys dh* 12 feeh eksVh ijr ds Åij 1%4 ¼1 lhesaV % 4 eghu jsr½ &elkys dh 6 feeh eksVh ijr yxkdj cukuk,lseh izfr eh,17-85
,13-50-3,bLikr] tLrh yksgk@bLikr dk;ksZa ij vuqeksfnr Nki vkSj fuekZrk ds iwoZ&fefJr ftad ØksesV ihr vLrj ls,oxZ eh,55-50
,13-50-4,bLikr] dk;ksZa ij vuqeksfnr Nki vkSj fuekZrk ds iwoZ&fefJr jsM vkWDlkbM ftad ØksesV vLrj ls ¼nwljh rg½,oxZ eh,29-75
13-51,vuqeksfnr txgksa ij,"Nki vkSj fuekZrk ds lQsns ls iyLrj okyh lrgksa dh xhyh ;k fpIih okyh ,d iryh rg esa jksxu djuk",,
,13-51-1,",d rg esa",oxZ eh,83-50
,13-51-2,nks rg esa,oxZ eh,132-65
13-52,leqfpr fofunsZ”k esa½ laiwfrZ,"vLrj.k rg] lrg rS;kj djus vkfn lfgr lHkh LFkkuksa ij fofuekZrk ds ds vuq:i rS;kj ,oa iz;ksx esa yk, x, biksDlh jksxu ls ¼nks ;k vf/kd rgksa djuk",,
,13-52-1,bLikr dk;Z ij,oxZ eh,201-70
,13-52-2,daØhV dk;Z ij,oxZ eh,198-40
13-53,vuqeksfnr djuk rkf,"Nki vkSj fuekZrk ds la”ysf’kr buSey jksxu ls tLrh pknjksa ij jksxu d ,dlkj vkHkk gks tk, %",,
,13-53-1,"u, dke ij ¼nks ;k vf/kd rgksa esa½ vuqeksfnr bLIkkr vLrj dh rg lfgr fdUrq jaxca/kd ?kksy rg jfgr",oxZ eh,150-20
13-54,tLrh bL,"ikr pknjksa ij jaxca/kd ?kksy dh ,d rg yxkuk %",,
,13-54-1,",d yhVj e‘nq&ty esa 38 xzke rkez ,lhlVsV ds ?kksy ls",oxZ eh,52-70
,13-54-2,",d yhVj e‘nq&ty esa rkez DyksjkbM] rkez ukbVªsV vksj veksfu;e DyksjkbM izR;sd dh 13 xzke ek=k feykdj rS;kj fd, x, ?kksy vkSj mlesa 13 xzke ued ds rstkc dks feykdj cuk, x, ?kksy ls",oxZ eh,52-50
13-55,"u, dke tqM+ukjksa vuqeksfnr rgksa esa½ j",esa cjlkrh ikuh ds uyksa] ey&uyksa] /kksou&uyksa vkSj gok&uyksa rFkk mudh ij iwoZ&fefJr ftad ØksesV ihr vLrj dh vLrj.k&rg ds Åij Nki vkSj fuekZrk ds dkys la{kkj.k jks/kh fcVwesuh jksxu ls ¼nks ;k vf/kd ksxu djuk %,,
,13-55-1,100 feeh O;kl ds uy,ehVj,63-15
,13-55-2,150 feeh O;kl ds uy,ehVj,94-15
13-56,"u, dke mudh tq vkSj fuek",ij cjlkrh ikuh ds uyksa] ey&uyksa] /kksou&uyksa vkSj gok&uyksa rFkk M+ukjksa ij vuqeksfnr bLikr vLrj dh vLrj&r gds Åij vuqeksfnr Nki Zrk ds la”yksf’kr busey jksxu ls ¼nks ;k vf/kd rgksa esa½ jksxu djuk %,,
,13-56-1,100 feeh O;kl ds uy,ehVj,69-00
,13-56-2,150 feeh O;kl ds uy,ehVj,102-75
13-57,vuqeksfnr,Nki vkSj fuekZrk ds rsy tSls dk’B&ifjj{kh ls jksxu djuk,,
,13-57-1,"u, dke ij ¼nks ;k vf/kd rgksa esa½",oxZ eh,47-10
13.111,Finishing walls with Acrylic Smooth exterior paint of required shade :,,,
13.111.1,Old work (Two or more coat applied @ 1.67 ltr/ 10 sqm) on existing cement paint surface,sqm,111.60,
13.111.2,Old work (One or more coat applied @ 0.90 ltr/10 sqm).,sqm,74.75,
13.112,Finishing Silicone a walls with Premium Acrylic Smooth exterior paint with dditives of required shade,,,
13.112.1,Old work (Two or more coats applied @ 1.43 ltr/ 10 sqm) over existing cement paint surface,sqm,108.60,
13.112.2,Old work (one or more coats applied @ 0.83 ltr/10 sqm).,sqm,74.10,
13.113,Varnishing with varnish of approved brand and manufacture:,,,
13.113.1,One or more coats with copal varnish,sqm,79.45,
13.113.2,One or more coats with spar varnish,sqm,79.85,
13.114,Melamine polishing on wood work (one or more coat).,sqm,118.35,
13.115,Varnishing one or mo with flatting varnish of approved brand and manufacture re coats on old work.,sqm,82.95,
13.116,Polishing wood wo following in high gloss/matt finish melamine clear polish on rk in required color/wooden shade texture with process in the sequence as detailed below:,,,
1,The s 120 n urface to be polished is rubbed with sand paper 80/ o. and then with sand paper of 160/180 nos.,,,
2,Apply suffic to dry ing two coats of sealer with spray gun and allowing ient drying time for 1st coat and 2nd coat is allowed for 8 to 12 hrs.,,,
3,"On dr finer layer rubbi mela etc. F again allow ying of sealer coat, wet rubbing with emery cloth of grading with ample water to remove excess sealer and make the surface further smooth after this wet ng, then surface is applied with special grade mine fillers to fill all the small and big holes/grooves iller coat to be allowed to dry for 4 to 6 hrs on which a light wet rubbing is done this surface is further ed to dry for 12 hrs.",,,
4,"On th gun u in req 24 hrs whic mela gun u mixed Engin witho is, 1st coat of melamine polish is applied with spray sing melamine clear polish and melamine thinner uired proportion. This 1st coat is allowed to dry for then this dry surface is again fine wet rubbed smooth, h is further allowed to dry for 12 hrs. The final mine polish is applied with compressor pressure spray sing melamine clear polish and melamine thinner in required proportion complete as per direction of eer-in-Charge. (Final coat to be done in 1 or 2 layers ut gap of time.)",sqm,1156.55,
