Item No.,Description,Unit,Rate,,
7722,"100 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,800-00,,
7723,"150 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,1140-00,,
7724,"200 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,1400-00,,
7725,"250 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,1800-00,,
7726,"300 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,2250-00,,
7727,"350 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,2650-00,,
7728,"400 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,3175-00,,
7729,"450 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,3852-00,,
7730,"500 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,4350-00,,
7731,"600 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,5600-00,,
7732,"700 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,7300-00,,
7733,"800 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,9100-00,,
7734,"900 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,11800-00,,
7735,"1000 feeh O;kl dh vkbZ,l&8329 ds vuq#i Js.kh ds & 7 Hkaxqj yksgs dh ikbZi",ehVj,12300-00,,
7859,"15 feeh O;kl dh uksty lfgr ihVh,eVh fcc VksaVh",izR;sd,110-00,,
7861,"15 feeh O;kl dh ihVh,eVh jksd VksaVh ¼dalhYM½",izR;sd,120-00,,
7862,"15 feeh O;kl dh ukeh; fNnz okyh vkSj ihVh,eVh uVksa lfgr 30lsaeh yEckbZ okyh ihohlh la;kstu ikbZi",izR;sd,38-00,,
7863,"15 feeh O;kl dh ukeh; fNnz okyh vkSj ihVh,eVh uVksa lfgr 45lsaeh yEckbZ okyh ihohlh la;kstu ikbZi",izR;sd,52-00,,
7864,"15 feeh O;kl dh ihVh,eVh foLrkj fuIiy",izR;sd,25-00,,
7865,"20 feeh O;kl dh ihVh,eVh foLrkj fuIiy",izR;sd,50-00,,
7866,"25 feeh O;kl dh ihVh,eVh foLrkj fuIiy",izR;sd,68-00,,
8300,"1216 feeh dh iksfybFkhyhu ,yqfefu;e iksfybFkhyhu la;qDr nko ikbZi",ehVj,80-00,,
8301,"1620 feeh dh iksfybFkhyhu ,yqfefu;e iksfybFkhyhu la;qDr nko ikbZi",ehVj,90-00,,
8302,"2025 feeh dh iksfybFkhyhu ,yqfefu;e iksfybFkhyhu la;qDr nko ikbZi",ehVj,140-00,,
8303,"2532 feeh dh iksfybFkhyhu ,yqfefu;e iksfybFkhyhu la;qDr nko ikbZi",ehVj,180-00,,
8304,"3240 feeh dh iksfybFkhyhu ,yqfefu;e iksfybFkhyhu la;qDr nko ikbZi",ehVj,280-00,,
8305,"4050 feeh dh iksfybFkhyhu ,yqfefu;e iksfybFkhyhu la;qDr nko ikbZi",ehVj,360-00,,
8306,ihihvkj ;wfu;u 20 fefe-,izR;sd,60-00,,
8307,ihihvkj;wfu;u 25 fefe-,izR;sd,110-00,,
8308,ihihvkj ;wfu;u 32 fefe-,izR;sd,150-00,,
8339,ihihvkj ;wfu;u 40 fefe-,izR;sd,220-00,,
8310,ihihvkj ;wfu;u 50 fefe-,izR;sd,410-00,,
8311,ihihvkj ;wfu;u 63 fefe-,izR;sd,550-00,,
8312,ihihvkj ;wfu;u 75 fefe-,izR;sd,1100-00,,
3314,125 feeh O;kl dk <ys yksgs dk lywbl okYo ¼Vksih lfgr½ Js.kh&2(,izR;sd,3300-00,,
3317,150 feeh O;kl dk <ys yksgs dk lywbl okYo ¼Vksih lfgr½ Js.kh&2(,izR;sd,4100-00,,
3320,200 feeh O;kl dk <ys yksgs dk lywbl okYo ¼Vksih lfgr½ Js.kh&2(,izR;sd,8900-00,,
3321,250 feeh O;kl dk <ys yksgs dk lywbl okYo ¼Vksih lfgr½ Js.kh&2(,izR;sd,15000-00,,
3326,300 feeh O;kl dk <ys yksgs dk lywbl okYo ¼Vksih lfgr½ Js.kh&2(,izR;sd,18500-00,,
3327,15 fe-eh- cSVjh vk/kkfjr laosnh LraHk VksaVh,izR;sd,6000-00,,
3862,"vkÃ,l 6911%2017 ds vuqlkj çsl fQV rduhd ds lkFk vkSj Ã,u&10312 ekud 15 feeh ckgjh O;kl ds vuq:i ,l,l ikbi 316 ,yxzsM",ehVj,310.00,,
3863,"vkÃ,l 6911%2017 ds vuqlkj çsl fQV rduhd ds lkFk vkSj Ã,u&10312 ekud 22 feeh ckgjh O;kl ds vuq:i ,l,l ikbi 316 ,yxzsM",ehVj,500.00,,
3864,"vkÃ,l 6911%2017 ds vuqlkj çsl fQV rduhd ds lkFk vkSj Ã,u&10312 ekud 28 feeh ckgjh O;kl ds vuq:i ,l,l ikbi 316 ,yxzsM",ehVj,650.00,,
3865,"vkÃ,l 6911%2017 ds vuqlkj çsl fQV rduhd ds lkFk vkSj Ã,u&10312 ekud 35 feeh ckgjh O;kl ds vuq:i ,l,l ikbi 316 ,yxzsM",ehVj,945.00,,
3866,"vkÃ,l 6911%2017 ds vuqlkj çsl fQV rduhd ds lkFk vkSj Ã,u&10312 ekud 42 feeh ckgjh O;kl ds vuq:i ,l,l ikbi 316 ,yxzsM",ehVj,1160.00,,
3867,"vkÃ,l 6911%2017 ds vuqlkj çsl fQV rduhd ds lkFk vkSj Ã,u&10312 ekud 54 feeh ckgjh O;kl ds vuq:i ,l,l ikbi 316 ,yxzsM",ehVj,1500.00,,
3868,"vkÃ,l 6911%2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 15 feeh ckgjh O;kl ,l,l ikbi ds fy, diÇyx@l‚dsV fQÇVx",çR;sd,215.00,,
3869,"vkÃ,l 6911%2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 22 feeh ckgjh O;kl ,l,l ikbi ds fy, diÇyx@l‚dsV fQÇVx",çR;sd,270.00,,
3870,"vkÃ,l 6911%2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 28 feeh ckgjh O;kl ,l,l ikbi ds fy, diÇyx@l‚dsV fQÇVx",çR;sd,315.00,,
3871,"vkÃ,l 6911%2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 35 feeh ckgjh O;kl ,l,l ikbi ds fy, diÇyx@l‚dsV fQÇVx",çR;sd,395.00,,
3872,"vkÃ,l 6911%2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 42 feeh ckgjh O;kl ,l,l ikbi ds fy, diÇyx@l‚dsV fQÇVx",çR;sd,535.00,,
3873,"vkÃ,l 6911%2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 54 feeh ckgjh O;kl ,l,l ikbi ds fy, diÇyx@l‚dsV fQÇVx",çR;sd,640.00,,
3874,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 22 feehx15 feeh ckgjh O;kxl ,l,l ikbi ds fy, jsMîwlj",çR;sd,255.00,,
3875,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 28 feehx15 feeh ckgjh O;kwl ,l,l ikbi ds fy, jsMîwlj",çR;sd,310.00,,
3876,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 28 feehx22 feeh ckgjh O;k;l ,l,l ikbi ds fy, jsMîwlj",çR;sd,375.00,,
3877,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 35 feehx22feeh ckgjh O;k;l ,l,l ikbi ds fy, jsMîwlj",çR;sd,380.00,,
3878,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316",,,,
,",y d 35 feehx28feeh ckgjh O;k;l ,l,l ikbi ds fy, jsMîwlj",çR;sd,470.00,,
3901,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 42 feeh ckgjh O;kl ,l,l ikbi ds fy, leku Vh",çR;sd,1250.00,,
3902,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 54 feeh ckgjh O;kl ,l,l ikbi ds fy, leku Vh",çR;sd,1500.00,,
3903,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 22 feehx15 feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,575.00,,
3904,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 28 feehx15 feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,715.00,,
3905,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 28 feehx22 feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,710.00,,
3906,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 35 feehx15feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,900.00,,
3907,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 35 feehx22 feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,905.00,,
3908,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 35 feehx28 feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,915.00,,
3909,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 42 feehx22 feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,1280.00,,
3910,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 42 feehx28 feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,1265.00,,
3911,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 42 feehx35 feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,1290.00,,
3912,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 54 feehx22 feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,1500.00,,
3913,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 54 feehx28feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,1540.00,,
3914,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 54 feehx35 feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,1550.00,,
3915,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 54 feehx42 feeh ckgjh O;kl ,l,l ikbi ds fy, jsM~;wÇlx Vh",çR;sd,1570.00,,
3916,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 15 feeh ckgjh O;klx1@2 ÞU;wure O;kl FkzsMsM ds fy, LVsuysl LVhy Qhesy FkzsM Vh",çR;sd,560.00,,
3917,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316 ,y ds 22 feeh ckgjh O;klx1@2 ÞU;wure O;kl FkzsMsM ds fy, LVsuysl LVhy Qhesy FkzsM Vh",çR;sd,615.00,,
3918,"vkÃ,l 6911% 2017 ds vuqlkj vkSj Ã,u&10312 ekud ds vuq:i xzsM 316",,,,
,",y ds 22 feeh ckgjh O;klx3@4 ÞU;wure O;kl FkzsMsM ds fy, LVsuysl LVhy Qhesy FkzsM Vh",çR;sd,690.00,,
,,,01-04-2021,,
,,,dks ;k mlls Bhd igys,,
7694,"500 feeh O;kl dh dksjnkj ,oa csfYaMx okyh Js.kh ds&9 dh Hkaxqj yksgs dh ikbZi s a sa s s a ss Z",ehVj,9180-00,,
7695,"600 feeh O;kl dh dkjnkj ,o cfYMx okyh J.kh d&9 dh Hkxqj ykg dh ikbi s a sa s s a ss Z",ehVj,12150-00,,
7696,"700 feeh O;kl dh dkjnkj ,o cfYMx okyh J.kh d&9 dh Hkxqj ykg dh ikbi s s sa sa",ehVj,14370-00,,
7697,"100 feeh O;kl dh J.kh ,y, dh e”ky dkVj fljk okyh vidnzr;k",,,,
,w ¼Hkzfe fof/k ls½ <ys yksgs dh ikbZi,ehVj,857-00,,
7698,"125 feeh O;kl dh Js.kh ,y, dh ew”ky dksVj fljksa okyh vidsanzr;k ¼Hkzfe s s ss Z",,,,
,fof/k l½ <y ykg dh ikbi,ehVj,1067-00,,
7699,"150 feeh O;kl dh Js.kh ,y, dh ew”ky dksVj fljksa okyh vidsanzr;k",,,,
,¼Hkzfe fof/k ls½ <ys yksgs dh ikbZi s s sa sa,ehVj,1286-00,,
7700,"200 feeh O;kl dh J.kh ,y, dh e”ky dkVj fljk okyh vidnzr;k",,,,
,w f ff s s ss h Z,h,,,
,¼Hkze o/k l½ <y ykg d ikbi,eVj,2190-00,,
7701,"250 feeh O;kl dh Js.kh ,y, dh ew”ky dksVj fljksa okyh vidsanzr;k s s ss Z",,,,
,¼Hkzfe fof/k l½ <y ykg dh ikbi s s sa sa,ehVj,2857-00,,
7702,"300 feeh O;kl dh J.kh ,y, dh e”ky dkVj fljk okyh vidnzr;k",,,,
,w ¼Hkzfe fof/k ls½ <ys yksgs dh ikbZi,ehVj,3857-00,,
7703,"350 feeh O;kl dh Js.kh ,y, dh ew”ky dksVj fljksa okyh vidsanzr;k s s ss Z",,,,
,¼Hkzfe fof/k l½ <y ykg dh ikbi,ehVj,4619-00,,
7704,"400 feeh O;kl dh Js.kh ,y, dh ew”ky dksVj fljksa okyh vidsanzr;k",,,,
,¼Hkzfe fof/k ls½ <ys yksgs dh ikbZi s s sa sa,ehVj,6095-00,,
7705,"450 feeh O;kl dh J.kh ,y, dh e”ky dkVj fljk okyh vidnzr;k",,,,
,w f ff s s ss h Z,h,,,
,¼Hkze o/k l½ <y ykg d ikbi,eVj,7381-00,,
7706,"500 feeh O;kl dh Js.kh ,y, dh ew”ky dksVj fljksa okyh vidsanzr;k s s ss Z",,,,
,¼Hkzfe fof/k l½ <y ykg dh ikbi s s sa sa,ehVj,8571-00,,
7707,"600 feeh O;kl dh J.kh ,y, dh ew”ky dkVj fljk okyh vidnzr;k",,,,
,¼Hkzfe fof/k ls½ <ys yksgs dh ikbZi,ehVj,11995-00,,
7708,"300 feeh O;kl rd ds ysM tksM gsrq mi;qDr vkbZ,l 1538 ds vuq#i s sa sa s s ss Z s",a,,,
,e”ky dkVj fljk okyh vidnzr;k ¼Hkzfe fof/k l½ <y ykg dh ikbi fo”k’k,fDoVy,5190-00,,
7709,"w 300 feeh O;kl ls Åij ds ysM tksM gsrq mi;qDr vkbZ,l 1538 ds vuq#i",,,,
,ew”ky dksVj fljksa okyh vidsanzr;k ¼Hkzfe fof/k ls½ <ys yksgs dh ikbZi fo”ks’k s a s s Z s,fDoaVy,6200-00,,
7710,"300 feeh O;kl rd d ;kf=d tkM gr mi;Dr vkb,l 13382 d vu#i",,,,
,q q q ew”ky dksVj fljksa okyh vidsanzr;k ¼Hkzfe fof/k ls½ <ys yksgs dh ikbZi fo”ks’k,fDoaVy,8571-00,,
7711,"300 feeh O;kl ds Åij ds ;akf=d tksM gsrq mi;qDr vkbZ,l 13382 ds vuq#i s sa sa s s ss Z s",a,,,
,ew”ky dkVj fljk okyh vidnzr;k ¼Hkzfe fof/k l½ <y ykg dh ikbi fo”k’k Z s s ssa,fDoVy,9048-00,,
7712,"100 feeh O;kl dh vkb,l&1536 d vuq#i J.kh & ch dh pqMhnkj nkuk rjQ dksjnkj fljksa okyh vidsanzr;k <ys ¼Hkzfe fof/k ls½ yksgs dh ikbZi Z s s ssa",ehVj,1310-00,,
7713,"150 feeh O;kl dh vkb,l&1536 d vuq#i J.kh & ch dh pqMhnkj nkuk s sa sa s s ss Z",,,,
,rjQ dkjnkj fljk okyh vidnzr;k <y ¼Hkzfe fof/k l½ ykg dh ikbi,ehVj,2048-00,,
7714,"200 feeh O;kl dh vkbZ,l&1536 ds vuq#i Js.kh & ch dh pqMhnkj nksuksa",,,,
,rjQ dksjnkj fljksa okyh vidsanzr;k <ys ¼Hkzfe fof/k ls½ yksgs dh ikbZi Z s s ssa,ehVj,3238-00,,
7715,"250 feeh O;kl dh vkb,l&1536 d vu#i J.kh & ch dh pMhnkj nkuk",,,,
,q q rjQ dksjnkj fljksa okyh vidsanzr;k <ys ¼Hkzfe fof/k ls½ yksgs dh ikbZi,ehVj,3905-00,,
7716,"300 feeh O;kl dh vkbZ,l&1536 ds vuq#i Js.kh & ch dh pqMhnkj nksuksa s sa sa s s ss Z",,,,
,rjQ dkjnkj fljk okyh vidnzr;k <y ¼Hkzfe fof/k l½ ykg dh ikbi,ehVj,4990-00,,
7717,"350 feeh O;kl dh vkbZ,l&1536 ds vuq#i Js.kh & ch dh pqMhnkj nksuksa",,,,
,rjQ dksjnkj fljksa okyh vidsanzr;k <ys ¼Hkzfe fof/k ls½ yksgs dh ikbZi,ehVj,6286-00,,
7718,"400 feeh O;kl dh vkbZ,l&1536 ds vuq#i Js.kh & ch dh pqMhnkj nksuksa s sa sa s s ss Z",,,,
,rjQ dkjnkj fljk okyh vidnzr;k <y ¼Hkzfe fof/k l½ ykg dh ikbi,ehVj,8143-00,,
7719,"450 feeh O;kl dh vkbZ,l&1536 ds vuq#i Js.kh & ch dh pqMhnkj nksuksa",,,,
,rjQ dksjnkj fljksa okyh vidsanzr;k <ys ¼Hkzfe fof/k ls½ yksgs dh ikbZi Z s s ssa,ehVj,10381-00,,
7720,"500 feeh O;kl dh vkb,l&1536 d vu#i J.kh & ch dh pMhnkj nkuk",,,,
,q q rjQ dksjnkj fljksa okyh vidsanzr;k <ys ¼Hkzfe fof/k ls½ yksgs dh ikbZi,ehVj,12914-00,,
,,,01-04-2021 dks ;k mlls Bhd igys,,
8626,"ikWyh izksikbZyhu&jSaMe&dks& ikWyhej ¼ih ih vkj½ ikbZi ih ,u &16",,,,
,"¼,l Mh vkj 7-4½& 20 feeh ckgjh O;kl W sZ Sa s W Z",ehVj,48.46,,
8627,"ikyh izkikbyhu& jMe &dk& ikyhej ¼ih ih vkj½ ikbi ¼,l Mh vkj 7-4½&",,,,
,25 feeh ckgjh O;kl,ehVj,74.82,,
8628,"ikWyh izksikbZyhu& jSaMe &dks& ikWyhej ¼ih ih vkj½ ikbZi ih ,u &16",,,,
,"¼,l Mh vkj 7-4½& 32 feeh s ckgjh O;kl W s Sa s W",ehVj,107.47,,
8629,"ikyh izkikbZyhu& jMe &dk& ikyhej ¼ih ih vkj½ ikbZi ih ,u &16",,,,
,"¼,l Mh vkj 7-4½& 40 feeh ckgjh O;kl",ehVj,162.00,,
8630,"ikWyh izksikbZyhu& jSaMe &dks& ikWyhej ¼ih ih vkj½ ikbZi ih ,u &10",,,,
,"¼,l Mh vkj 7-4½& 50 feeh ckgjh O;kl",ehVj,255.00,,
8631,"ikWyh izksikbZyhu& jSaMe &dks& ikWyhej ¼ih ih vkj½ ikbZi ih ,u &10",,,,
,"¼,l Mh vkj 11½& 63 feeh ckgjh O;kl",ehVj,285.00,,
8632,"ikWyh izksikbZyhu& jSaMe &dks& ikWyhej ¼ih ih vkj½ ikbZi ih ,u &10",,,,
,"¼,l Mh vkj 11½75 feeh ckgjh O;kl",ehVj,425.00,,
8633,"ikWyh izksikbZyhu& jSaMe &dks& ikWyhej ¼ih ih vkj½ ikbZi ih ,u &10 ¼,l Mh vkj 11½90 feeh ckgjh O;kl",ehVj,600.00,,
8634,"ikWyh izksikbZyhu& jSaMe &dks&ikWyhej ¼ih ih vkj½ ikbZi ih ,u &10 ¼,l Mh vkj 11½& 110 feeh ckgjh O;kl",ehVj,890.00,,
8635,"ikWyh izksikbZyhu&jSaMe&dks& ikWyhej ¼ih ih vkj½ ikbZi ih ,u &10 ¼,l Mh vkj 11½& 160 feeh ckgjh O;kl",ehVj,2575.00,,
8636,15 feeh okg~; O;kl dh DyksfjusfVM iksfyfoukbZy DyksjkbM ¼lhihohlh½ ikbZi,ehVj,49-00,,
8637,20 feeh okg~; O;kl dh DyksfjusfVM iksfyfoukbZy DyksjkbM ¼lhihohlh½ ikbZi,ehVj,80-00,,
8638,25 feeh okg~; O;kl dh DyksfjusfVM iksfyfoukbZy DyksjkbM ¼lhihohlh½ ikbZi,ehVj,127-97,,
8639,32 feeh okg~; O;kl dh DyksfjusfVM iksfyfoukbZy DyksjkbM ¼lhihohlh½ ikbZi,ehVj,165-00,,
8640,40 feeh okg~; O;kl dh DyksfjusfVM iksfyfoukbZy DyksjkbM ¼lhihohlh½ ikbZi,ehVj,230-00,,
8641,50 feeh okg~; O;kl dh DyksfjusfVM iksfyfoukbZy DyksjkbM ¼lhihohlh½ ikbZi,ehVj,375-25,,
8642,62-5 feeh vkarfjd O;kl dh DyksfjusfVM iksfyfoukbZy DyksjkbM ¼lhihohlh½ ikbZi,ehVj,793-30,,
8643,75 feeh vkarfjd O;kl dh DyksfjusfVM iksfyfoukbZy DyksjkbM ¼lhihohlh½ ikbZi,ehVj,1031-05,,
8644,100 feeh vkarfjd O;kl dh DyksfjusfVM iksfyfoukbZy DyksjkbM ¼lhihohlh½ ikbZi,ehVj,1466-75,,
8645,150 feeh vkarfjd O;kl dh DyksfjusfVM iksfyfoukbZy DyksjkbM ¼lhihohlh½ ikbZi,ehVj,3145-15,,
8701,JIS3448 ekin.M ds vuq#i 304 xzsM dh izsl fQV rduhdh lfgr LVsuysl LVhy ikbi 48-60 feeh ckg~; O;kl,ehVj,620-00,,
8702,"15-88 feeh ckg~; O;kl ds LVsuysl LVhy ikbZi ds fy, difyax@lkdsV",izR;sd,60-00,,
8779,JIS3448 ekin.M ds vuq#i 304 xzsM dh izsl fQV rduhdh lfgr LVsuysl LVhy ikbi 15-88 feeh ckg~; O;kl,ehVj,140-00,,
8780,JIS3448 ekin.M ds vuq#i 304 xzsM dh izsl fQV rduhdh lfgr LVsuysl LVhy ikbi 22-22 feeh ckg~; O;kl,ehVj,250-00,,
8781,JIS3448 ekin.M ds vuq#i 304 xzsM dh izsl fQV rduhdh lfgr LVsuysl LVhy ikbi 28-58 feeh ckg~; O;kl,ehVj,310-00,,
8782,JIS3448 ekin.M ds vuq#i 304 xzsM dh izsl fQV rduhdh lfgr LVsuysl,,,,
,LVhy ikbi 34-00 feeh ckg~; O;kl,ehVj,439-50,,
,,,01-04-2021,,
,,,dks ;k mlls Bhd igys,,
8783,JIS3448 ekin.M ds vuq#i 304 xzsM dh izsl fQV rduhdh lfgr LVsuysl LVhy ikbi 42-70 feeh ckg~; O;kl,ehVj,450-00,,
8786,"22-22 feeh ckg~; O;kl ds LVsuysl LVhy ikbZi ds fy, difyax@lkWdsV fQfVax",izR;sd,70-00,,
8787,"28-58 feeh ckg~; O;kl ds LVsuysl LVhy ikbZi ds fy, difyax@lkWdsV fQfVax",izR;sd,96-25,,
8788,"34-00 feeh ckg~; O;kl ds LVsuysl LVhy ikbZi ds fy, difyax@lkWdsV fQfVax",izR;sd,135-00,,
8789,"42-70 feeh ckg~; O;kl ds LVsuysl LVhy ikbZi ds fy, difyax@lkWdsV fQfVax",izR;sd,160-00,,
8790,"48-60 feeh ckg~; O;kl ds LVsuysl LVhy ikbZi ds fy, difyax@lkWdsV fQfVax",izR;sd,180-00,,
8791,"22-22 feehx15-88 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,108-50,,
8792,"28-58 feehx15-88 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,152-50,,
8793,"28-58 feehx22-22 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,161-50,,
8794,"34-00 feehx15-88 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,200-00,,
8795,"34-00 feehx22-22 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,210-00,,
8796,"34-00 feehx28-58 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,210-00,,
8797,"42-70 feehx15-88 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,375-00,,
8798,"42-70 feehx22-22 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,375-00,,
8799,"42-70 feehx28-58 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,390-00,,
8800,"42-70 feehx34-00 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,390-00,,
8801,"48-60 feehx15-88 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,425-00,,
8802,"48-60 feehx22-22 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,425-00,,
8803,"48-60 feehx28-58 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,425-00,,
8804,"48-60 feehx34-00 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,425-00,,
8805,"48-60 feehx42-70 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy, fjM~;wlj",izR;sd,425-00,,
8806,"fLyi difyax@lkWdsV 15-88 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy,",izR;sd,55-00,,
8807,"fLyi difyax@lkWdsV 22-22 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy,",izR;sd,70-00,,
8808,"fLyi difyax@lkWdsV 28-58 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy,",izR;sd,95-00,,
8809,"fLyi difyax@lkWdsV 34-00 feeh ckg~; O;kl LVsuysl LVhy ikbZi ds fy,",izR;sd,135-00,,
