Item No.,Description,Unit,Rate,,
,18.93A.7 For 42 mm x 22 mm outer dia pipe,each,1712.55,,
,18.93A.8 For 42 mm x 28 mm outer dia pipe,each,1692.50,,
,18.93A.9 For 42 mm x 35 mm outer dia pipe,each,1725.95,,
,18.93A.10 For 54 mm x 22 mm outer dia pipe,each,2006.90,,
,18.93A.11 For 54 mm x 28 mm outer dia pipe,each,2060.40,,
,18.93A.12 For 54 mm x 35 mm outer dia pipe,each,2073.80,,
,18.93A.13 For 54 mm x 42 mm outer dia pipe,each,2100.55,,
18.94,Providing a of grade AI or M-profil required di nd fixing required Stainless Steel Fitting of press fit design SI 304 conforming to JWWA G116 standard with V-profile e and with O-ring sealing gasket of EPDM material of a as per direction of Engineer-in-charge.,,,,
,Male Thre ad Tee,,,,
18.94.1,For 15.88 mm outer dia x 15 mm nominal dia threaded,each,247.50,,
18.94.2,For 22.22 mm outer dia x 15 mm nominal dia threaded,each,287.65,,
18.94.3,For 22.22 mm outer dia x 20 mm nominal dia threaded,each,287.65,,
18.94.4,For 28.58 mm outer dia x 15 mm nominal dia threaded,each,394.70,,
18.94.5,For 28.58 mm outer dia x 20 mm nominal dia threaded,each,394.70,,
18.94.6,For 28.58 mm outer dia x 25 mm nominal dia threaded,each,394.70,,
18.94.7,For 34.00 mm outer dia x 15 mm nominal dia threaded,each,622.15,,
18.94.8,For 34.00 mm outer dia x 20 mm nominal dia threaded,each,622.15,,
18.94.9,For 34.00 mm outer dia x 25 mm nominal dia threaded,each,622.15,,
18.94.10,For 34.00 mm outer dia x 32 mm nominal dia threaded,each,622.15,,
18.94.11,For 42.70 mm outer dia x 15 mm nominal dia threaded,each,949.95,,
18.94.12,For 42.70 mm outer dia x 20 mm nominal dia threaded,each,949.95,,
,No.,,,,
18.94.13,For 42.70 mm outer dia x 25 mm nominal dia threaded,each,949.95,,
18.94.14,For 42.70 mm outer dia x 32 mm nominal dia threaded,each,949.95,,
18.94.15,For 42.70 mm outer dia x 40 mm nominal dia threaded,each,949.95,,
18.94.16,For 48.60 mm outer dia x 15 mm nominal dia threaded,each,1197.45,,
18.94.17,For 48.60 mm outer dia x 20 mm nominal dia threaded,each,1197.45,,
18.94.18,For 48.60 mm outer dia x 25 mm nominal dia threaded,each,1197.45,,
18.94.19,For 48.60 mm outer dia x 32 mm nominal dia threaded,each,1197.45,,
18.94.20,For 48.60 mm outer dia x 40 mm nominal dia threaded,each,1197.45,,
18.94.21,For 48.60 mm outer dia x 50 mm nominal dia threaded,each,1197.45,,
18.95,Providing of grade A or M-profi required d and fixing required Stainless Steel Fitting of press fit design ISI 304 conforming to JWWA G116 standard with V-profile le and with O-ring sealing gasket of EPDM material of ia as per direction of Engineer-in-charge.,,,,
,Female T hread Tee,,,,
18.95.1,For 15.88 mm outer dia x15 mm nominal dia threaded,each,247.50,,
18.95.2,For 22.22 mm outer dia x 15 mm nominal dia threaded,each,274.30,,
18.95.3,For 22.22 mm outer dia x 20 mm nominal dia threaded,each,274.30,,
18.95.4,For 28.58 mm outer dia x 15 mm nominal dia threaded,each,367.95,,
18.95.5,For 28.58 mm outer dia x 20 mm nominal dia threaded,each,367.95,,
18.95.6,For 28.58 mm outer dia x 25 mm nominal dia threaded,each,367.95,,
18.95.7,For 34.00 mm outer dia x 15 mm nominal dia threaded,each,595.40,,
18.95.8,For 34.00 mm outer dia x 20 mm nominal dia threaded,each,595.40,,
18.95.9,For 34.00 mm outer dia x 25 mm nominal dia threaded,each,595.40,,
18.95.10,For 34.00 mm outer dia x 32 mm nominal dia threaded,each,595.40,,
18.95.11,For 42.70 mm outer dia x 15 mm nominal dia threaded,each,936.55,,
18.95.12,For 42.70 mm outer dia x 20 mm nominal dia threaded,each,936.55,,
18.95.13,For 42.70 mm outer dia x 25 mm nominal dia threaded,each,936.55,,
18.95.14,For 42.70 mm outer dia x 32 mm nominal dia threaded,each,936.55,,
18.95.15,For 42.70 mm outer dia x 40 mm nominal dia threaded,each,936.55,,
18.95.16,For 48.60 mm outer dia x 15 mm nominal dia threaded,each,1210.85,,
18.95.17,For 48.60 mm outer dia x 20 mm nominal dia threaded,each,1210.85,,
18.95.18,For 48.60 mm outer dia x 25 mm nominal dia threaded,each,1210.85,,
18.95.19,For 48.60 mm outer dia x 32 mm nominal dia threaded,each,1210.85,,
18.95.20,For 48.60 mm outer dia x 40 mm nominal dia threaded,each,1210.85,,
18.95.21,For 48.60 mm outer dia x 50 mm nominal dia threaded,each,1210.85,,
,No.,,,,
,18.95A Providing fit design EN-10312 of EPDM in-charge and fixing required Stainless Steel Fitting of press of grade 316L as per IS 6911:2017 and conforming to standards with V-profile and with O-ring sealing gasket material of required dia as per direction of Engineer- .,,,,
,Female T hread Tee,,,,
,"18.95A.1 For 15 mm outer dia x 1/2"" nominal dia threaded",each,749.25,,
,"18.95A.2 For 22mm outer dia x 1/2"" nominal dia threaded",each,822.85,,
,"18.95A.3 For 22mm outer dia x 3/4"" nominal dia threaded",each,923.20,,
,"18.95A.4 For 28 mm outer dia x 1/2"" nominal dia threaded",each,976.70,,
,"18.95A.5 For 28 mm outer dia x 3/4"" nominal dia threaded",each,1010.15,,
,"18.95A.6 For 28 mm outer dia x 1"" nominal dia threaded",each,1123.85,,
,"18.95A.7 For 35 mm outer dia x 1/2"" nominal dia threaded",each,1130.55,,
,"18.95A.8 For 35 mm outer dia x 1-1/4"" nominal dia threaded",each,1550.65,,
,"18.95A.9 For 42 mm outer dia x 1-1/4"" nominal dia threaded",each,1800.85,,
,"18.95A.10 For 54 mm outer dia x 1-1/2"" nominal dia threaded",each,2568.85,,
,"18.95A.11 For 54 mm outer dia x 2"" nominal dia threaded",each,3086.60,,
18.96,Providing of grade AI or M-profil required di and fixing required Stainless Steel Fitting of press fit design SI 304 conforming to JWWA G116 standard with V-profile e and with O-ring sealing gasket of EPDM material of a as per direction of Engineer-in-charge.,,,,
,Female T hread Connector/ Adapter,,,,
18.96.1,For 15.88 mm outer dia x 15 mm nominal dia threaded,each,260.90,,
18.96.2,For 22.22 mm outer dia x 15 mmnominal dia threaded,each,307.75,,
18.96.3,For 22.22 mm outer dia x 20 mm nominal dia threaded,each,321.10,,
18.96.4,For 28.58 mm outer dia x 15 mm nominal dia threaded,each,370.60,,
18.96.5,For 28.58 mm outer dia x 20 mm nominal dia threaded,each,388.00,,
18.96.6,For 28.58 mm outer dia x 25 mm nominal dia threaded,each,474.95,,
18.96.7,For 34.00 mm outer dia x 25 mm nominal dia threaded,each,548.55,,
18.96.8,For 34.00 mm outer dia x 32 mm nominal dia threaded,each,722.50,,
18.96.9,For 42.70 mm outer dia x 32 mm nominal dia threaded,each,796.05,,
18.96.10,For 42.70 mm outer dia x 40 mm nominal dia threaded,each,929.85,,
18.96.11,For 48.60 mm outer dia x 40 mm nominal dia threaded,each,1130.55,,
18.96.12,For 48.60 mm outer dia x 50 mm nominal dia threaded,each,1304.50,,
,18.96A Providing fit design EN-10312 of EPDM in-charge and fixing required Stainless Steel Fitting of press of grade 316L as per IS 6911:2017 and conforming to standards with V-profile and with O-ring sealing gasket material of required dia as per direction of Engineer- .,,,,
,Female T hread Connector/ Adapter,,,,
,"18.96A.1 For 15 mm outer dia x 1/2"" mm nominal dia threaded",each,588.70,,
,No.,,,,
,Valve Co nnector,,,,
18.98.1,For 15.88 mm outer dia x 15 mm nominal dia threaded,each,314.40,,
18.98.2,For 22.22 mm outer dia x 15 mm nominal dia threaded,each,374.60,,
18.98.3,For 22.22 mm outer dia x 20 mm nominal dia threaded,each,414.75,,
18.98.4,For 28.58 mm outer dia x 25 mm nominal dia threaded,each,568.60,,
18.98.5,For 34.00 mm outer dia x 32 mm nominal dia threaded,each,862.95,,
18.98.6,For 42.70 mm outer dia x 40 mm nominal dia threaded,each,1177.40,,
18.98.7,For 48.60 mm outer dia x 50 mm nominal dia threaded,each,1618.90,,
18.99,Providing of grade A or M-profi required d and fixing required Stainless Steel Fitting of press fit design ISI 304 conforming to JWWA G116 standard with V-profile le and with O-ring sealing gasket of EPDM material of ia as per direction of Engineer-in-charge.,,,,
,Female Th readed Elbow 90°,,,,
18.99.1,For 15.88 mm outer dia x 15 mm nominal dia threaded,each,214.05,,
18.99.2,For 22.22 mm outer dia x 15 mm nominal dia threaded,each,287.65,,
18.99.3,For 22.22 mm outer dia x 20 mm nominal dia threaded,each,287.65,,
18.99.4,For 25.58 mm outer dia x 25 mm nominal dia threaded,each,287.65,,
18.99.5,For 34.00 mm outer dia x 32 mm nominal dia threaded,each,394.70,,
18.99.6,For 42.70 mm outer dia x 32 mm nominal dia threaded,each,642.20,,
18.99.7,For 42.70 mm outer dia x 40 mm nominal dia threaded,each,642.20,,
18.99.8,For 48.60 mm outer dia x 40 mm nominal dia threaded,each,949.95,,
18.99.9,For 48.60 mm outer dia x 50 mm nominal dia threaded,each,949.95,,
,18.99A Providing fit design EN-10312 of EPDM in-charge and fixing required Stainless Steel Fitting of press of grade 316L as per IS 6911:2017 and conforming to standard with V-profile and with O-ring sealing gasket material of required dia as per direction of Engineer- .,,,,
,Female T hreaded Elbow 90°,,,,
,"18.99A.1 For 15 mm outer dia X 1/2"" nominal dia threaded",each,856.30,,
,"18.99A.2 For 22 mm outer dia X 3/4"" nominal dia threaded",each,1150.65,,
,"18.99A.3 For 28mm outer dia X 1"" nominal dia threaded",each,1578.75,,
,"18.99A.4 For 35mm outer dia X 1-1/4"" nominal dia threaded",each,2564.85,,
,"18.99A.5 For 42mm outer dia X 1-1/2"" nominal dia threaded",each,2793.60,,
,"18.99A.6 For 54mm outer dia X 2"" nominal dia threaded",each,4317.50,,
18.100,Providing of grade A or M-profi required d and fixing required Stainless Steel Fitting of press fit design ISI 304 conforming to JWWA G116 standard with V-profile le and with O-ring sealing gasket of EPDM material of ia as per direction of Engineer-in-charge.,,,,
,Male Thr eaded Elbow 90°,,,,
18.100.1,For 15.88 mm outer dia x 15 mm nominal dia threaded,each,260.90,,
,No.,,,,
18.100.2,For 22.22 mm outer dia x 15 mm nominal dia threaded,each,301.05,,
18.100.3,For 22.22 mm outer dia x 20 mm nominal dia threaded,each,301.05,,
18.100.4,For 28.58 mm outer dia x 25 mm nominal dia threaded,each,301.05,,
18.100.5,For 34.00 mm outer dia x 25 mm nominal dia threaded,each,388.00,,
18.100.6,For 34.00 mm outer dia x 32 mm nominal dia threaded,each,388.00,,
18.100.7,For 42.70 mm outer dia x 32 mm nominal dia threaded,each,642.20,,
18.100.8,For 42.70 mm outer dia x 40 mm nominal dia threaded,each,642.20,,
18.100.9,For 48.60 mm outer dia x 40 mm nominal dia threaded,each,929.85,,
18.100.10,For 48.60 mm outer dia x 50 mm nominal dia threaded,each,929.85,,
,18.100.A Providing fit design EN-10312 of EPDM m in-charge. and fixing required Stainless Steel Fitting of press of grade 316L as per IS 6911:2017 and conforming to standard with V-profile and with O-ring sealing gasket aterial of required dia as per direction of Engineer-,,,,
,Male Thre aded Elbow 90°,,,,
,"18.100A.1 For 15mm outer dia X 1/2"" nominal dia threaded",each,702.40,,
,"18.100A.2 For 22mm outer dia X 3/4"" nominal dia threaded",each,1056.95,,
,"18.100A.3 For 28mm outer dia X 1"" nominal dia threaded",each,1398.15,,
,"18.100A.4 For 35mm outer dia X 1-1/4"" nominal dia threaded",each,1926.65,,
,"18.100A.5 For 42mm outer dia X 1-1/2"" nominal dia threaded",each,3525.45,,
,"18.100A.6 For 54mm outer dia X 2"" mm nominal dia threaded",each,4011.15,,
18.101,Providing a of grade AI or M-profil required di nd fixing required Stainless Steel Fitting of press fit design SI 304 conforming to JWWA G116 standard with V-profile e and with O-ring sealing gasket of EPDM material of a as per direction of Engineer-in-charge.,,,,
,Cap,,,,
18.101.1,For 15.88 mm outer dia pipe,each,64.20,,
18.101.2,For 22.22 mm outer dia pipe,each,93.65,,
18.101.3,For 28.58 mm outer dia pipe,each,120.40,,
18.101.4,For 34.00 mm outer dia pipe,each,234.15,,
18.101.5,For 42.70 mm outer dia pipe,each,334.50,,
18.101.6,For 48.60 mm outer dia pipe,each,434.85,,
,18.101A Providing fit design EN-10312 of EPDM m in-charge. and fixing required Stainless Steel Fitting of press of grade 316L as per IS 6911:2017 and conforming to standard with V-profile and with O-ring sealing gasket aterial of required dia as per direction of Engineer-,,,,
,Cap,,,,
,18.101A.1 For 15 mm outer dia pipe,each,428.15,,
,18.101A.2 For 22 mm outer dia pipe,each,555.25,,
,No.,,,,
,18.101A.3 For 28 mm outer dia pipe,each,689.05,,
,18.101A.4 For 35 mm outer dia pipe,each,963.30,,
,18.101A.5 For 42 mm outer dia pipe,each,2093.85,,
,18.101A.6 For 54 mm outer dia pipe,each,2301.25,,
18.102,Providing a of grade AI or M-profil required di Pipe Bridg nd fixing required Stainless Steel Fitting of press fit design SI 304 conforming to JWWA G116 standard with V-profile e and with O-ring sealing gasket of EPDM material of a as per direction of Engineer-in-charge. e,,,,
18.102.1,For 15.88 mm outer dia pipe,each,294.35,,
18.102.2,For 22.22 mm outer dia pipe,each,388.00,,
18.102.3,For 28.58 mm outer dia pipe,each,555.25,,
,18.102A Providing fit design EN-10312 of EPDM m in-charge. and fixing required Stainless Steel Fitting of press of grade 316L as per IS 6911:2017 and conforming to standard with V-profile and with O-ring sealing gasket aterial of required dia as per direction of Engineer-,,,,
,Pipe Bridg e,,,,
,18.102A.1 For 15 mm outer dia pipe,each,555.25,,
,18.102A.2 For 22 mm outer dia pipe,each,1485.10,,
,18.102A.3 For 28 mm outer dia pipe,each,2041.70,,
18.103,Providing fit design EN-10312 of EPDM m in-charge. and fixing required Stainless Steel Fitting of press of grade 316L as per IS 6911:2017 and conforming to standard with V-profile and with O-ring sealing gasket aterial of required dia as per direction of Engineer-,,,,
,Male Unio n,,,,
18.103.1,"For 15mm outer dia X 1/2"" nominal dia threaded",each,1184.05,,
18.103.2,"For 22mm outer dia X 1/2"" nominal dia threaded",each,1197.45,,
18.103.3,"For 22mm outer dia X 3/4"" nominal dia threaded",each,1371.40,,
18.103.4,"For 28mm outer dia X 1"" nominal dia threaded",each,2415.00,,
18.103.5,"For 35mm outer dia X 1-1/4"" nominal dia threaded",each,2522.00,,
18.103.6,"For 42mm outer dia X 1-1/2"" nominal dia threaded",each,2849.80,,
18.103.7,"For 54mm outer dia X 2"" nominal dia threaded",each,4923.60,,
18.104,Providing fit design EN-10312 of EPDM m in-charge. and fixing required Stainless Steel Fitting of press of grade 316L as per IS 6911:2017 and conforming to standard with V-profile and with O-ring sealing gasket aterial of required dia as per direction of Engineer-,,,,
,Female U nion,,,,
18.104.1,"For 22 mm outer dia X 3/4"" nominal dia threaded",each,1271.05,,
18.104.2,"For 28mm outer dia X 1"" nominal dia threaded",each,1712.55,,
,18-6-5,"ih,u&10 ikbi] 50 feeh- vksMh ¼,lMhvkj&11½",ehVj,568-60,
,18-6-6,"ih,u&10 ikbi] 63 feeh- vksMh ¼,lMhvkj&11½",ehVj,654-65,
,18-6-7,"ih,u&10 ikbi] 75 feeh- vksMh ¼,lMhvkj&11½",ehVj,879-45,
,18-6-8,"ih,u&10 ikbi] 90 feeh- vksMh ¼,lMhvkj&11½",ehVj,1223-90,
,18-6-9,"ih,u&10 ikbi] 110 feeh- vksMh ¼,lMhvkj&11½",ehVj,1689-50,
,18-6-10,"ih,u&10 ikbi] 160 feeh- vksMh ¼,lMhvkj&11½",ehVj,4535-10,
"18-6,",ihihvkj,;wfu;u miyC/k djkuk rFkk yxkuk,,,
,"18-6,-1",ihihvkj ;wfu;u 20 feeh-,ehVj,295-75,
,"18-6,-2",ihihvkj ;wfu;u 25 feeh-,ehVj,362-65,
,"18-6,-3",ihihvkj ;wfu;u 32 feeh-,ehVj,416-15,
,"18-6,-4",ihihvkj ;wfu;u 40 feeh-,ehVj,509-80,
,"18-6,-5",ihihvkj ;wfu;u 50 feeh-,ehVj,764-05,
,"18-6,-6",ihihvkj ;wfu;u 63 feeh-,ehVj,951-35,
,"18-6,-7",ihihvkj ;wfu;u 75 feeh-,ehVj,1687-20,
18-7,1-00 ehVj ihry dh LFkkf;Ro djuk rF ?kqyu”khy vkarfjd,"ds varj ij Dysaiksa lfgr ikbZi dks tksM+us lfgr lHkh lhihohlh lknh ,oa pqM+hnkj tqM+ukjksa ds lkFk rIr ,oa “khry ty & vkiwfrZ ds fy, FkeZy okyh Dyksjhfur iksyhfouk;y DyksjkbM ¼lhihohlh½ ikbZiksa dh O;oLFkk kk yxkuk A blesa bathfu;j izHkkjh ds funsZ”kkuqlkj ,d iz;kl lhihohlh lhesaV ds lkFk ikbZiksa ,oa tqMukjksa dk ijh{k.k] laiw.kZ “kkfey gS A dk;Z & nhokj ij vuko`r",,,
,18-7-1,15 feeh ukeh; okg~; O;kl dh ikbZi,ehVj,255-90,
,18-7-2,20 feeh ukeh; okg~; O;kl dh ikbZi,ehVj,325-10,
,18-7-3,25 feeh ukeh; okg~; O;kl dh ikbZi,ehVj,408-55,
,18-7-4,32 feeh ukeh; okg~; O;kl dh ikbZi,ehVj,500-95,
,18-7-5,40 feeh ukeh; okg~; O;kl dh ikbZi,ehVj,674-35,
,18-7-6,50 feeh ukeh; okg~; O;kl dh ikbZi,ehVj,927-00,
18-8,1-00 ehVj ihry dh LFkkf;Ro djuk rF ?kqyu”khy vkSj mUgsa,"ds varj ij Dysaiksa lfgr ikbZi dks tksM+us lfgr lHkh lhihohlh lknh ,oa pqM+hnkj tqM+ukjksa ds lkFk rIr ,oa “khry ty & vkiwfrZ ds fy, FkeZy okyh Dyksjhfur iksyhfouk;y DyksjkbM ¼lhihohlh½ ikbZiksa dh O;oLFkk kk yxkuk A blesa bathfu;j izHkkjh ds funsZ”kkuqlkj ,d iz;kl lhihohlh lhesaV ds lkFk ikbZiksa ,oa tqMukjksa dks tksM+uk] [kkapksa dks dkVus dh ykxr lgh cukuk rFkk tkM+ksa dk ijh{k.k] laiw.kZ “kkfey gS A",,,
,[kkapksa dks,dkVusa vkSj nhokj vkfn dks lgh djus lfgr dalhYM ¼fNik½ dk;Z,,,
,18-8-1,15 feeh U;wbZure O;kl ikbZi,ehVj,441-15,
,18-8-2,20 feeh U;wbZure O;kl ikbZi,ehVj,513-75,
,18-8-3,25 feeh U;wbZure O;kl ikbZi,ehVj,626-05,
,18-8-4,32 feeh U;wbZure O;kl ikbZi,ehVj,712-75,
18-9,lHkh lhih & vkiwfrZ ikbZiksa dh lhihohlh iqu%Hkj.k,"ohlh lknh ,oa ihry dh pqM+hnkj tqM+ukjksa ds lkFk rIr ,oa “khry ty ds fy, FkeZy LFkkf;Ro okyh Dyksjhfur iksyhfouk;y DyksjkbM ¼lhihohlh½ O;oLFkk djuk rFkk yxkuk A blesa bathfu;j ds funsZ”kkuqlkj ,d iz;kl ?kqyu”khy lhesaV ds lkFk ikbZiksa vkSj tqMukjksa dks tksM+uk] [kkbZ [kksnuk] vkSj tkM+ksa dk ijh{k.k] laiw.kZ “kkfey gS A",,,
,ckg~; d,k;Z,,,
,18-9-1,15 feeh U;wbZure O;kl ikbZi,ehVj,221-35,
,18-9-2,20 feeh U;wbZure O;kl ikbZi,ehVj,275-25,
,18-9-3,25 feeh U;wbZure O;kl ikbZi,ehVj,370-65,
,18-9-4,32 feeh U;wbZure O;kl ikbZi,ehVj,435-05,
,18-9-5,40 feeh U;wbZure O;kl ikbZi,ehVj,559-20,
,18-9-6,50 feeh U;wbZure O;kl ikbZi,ehVj,811-85,
,18-9-7,62-50 feeh U;wbZure O;kl ikbZi,ehVj,1576-90,
,18-9-8,75 feeh U;wbZure O;kl ikbZi,ehVj,1990-40,
,18-9-9,100 feeh U;wbZure O;kl ikbZi,ehVj,2811-75,
,18-9-10,150 feeh U;wbZure O;kl ikbZi,ehVj,5871-25,
18-10,dVkbZ vkS lkFk tLr,"j nhokj vkfn dks lgh cukus lfgr tLrh yksgs dh tqM+ukjksa ,oa Dysaiksa ds h yksgs dh ikbZi dh O;oLFkk djuk ,oa yxkuk] laiw.kZ A",,,
,vkarfjd,dk;Z & nhokj ij vuko‘r,,,
,18-10-1,15 feeh O;kl dh ukeh; fNnz okyh,ehVj,304-15,
,18-10-2,20 feeh O;kl dh ukeh; fNnz okyh,ehVj,373-35,
,18-10-3,25 feeh O;kl dh ukeh; fNnz okyh,ehVj,491-20,
,18-10-4,32 feeh O;kl dh ukeh; fNnz okyh,ehVj,563-60,
,18-10-5,40 feeh O;kl dh ukeh; fNnz okyh,ehVj,725-15,
,18-10-6,50 feeh O;kl dh ukeh; fNnz okyh,ehVj,893-20,
18-11,tLrh yksg [kkapksa dks lfgr dal,"s dh tqMukjks ,ao DyEiksa ds lkFk tLrh yksgs ds ikbZi dh O;oLFkk djuk rFkk dkVus rFkk nhokj dks lgh djus vkSj la{kkj.k jks/kh fcVqeSuh isaV ds lkFk isaV djus hYM ¼fNih gqbZ½ ikbZi dks yxkuk A",,,
,18-11-1,15 feeh ukeh; fNnz okyh,ehVj,485-20,
,18-11-2,20 feeh ukeh; fNnz okyh,ehVj,541-10,
18-12,[kkbZ [kksn dh ikbZik okg~; d,"us vkSj iqu%HkjkbZ lfgr tLrh yksgs dh tqM+ukjksa ds lkFk laiw.kZ tLrh yksgs sa dh O;oLFkk djuk ,oa yxkuk] A k;Z",,,
,18-12-1,15 feeh O;kl dh ukeh; fNnz okyh,ehVj,267-50,
,18-12-2,20 feeh O;kl dh ukeh; fNnz okyh,ehVj,315-35,
,18-12-3,25 feeh O;kl dh ukeh; fNnz okyh,ehVj,417-95,
,18-12-4,32 feeh O;kl dh ukeh; fNnz okyh,ehVj,457-70,
,18-12-5,40 feeh O;kl dh ukeh; fNnz okyh,ehVj,558-35,
,18-12-6,50 feeh O;kl dh ukeh; fNnz okyh,ehVj,654-20,
,18-12-7,65 feeh O;kl dh ukeh; fNnz okyh,ehVj,768-60,
,18-12-8,80 feeh O;kl dh ukeh; fNnz okyh,ehVj,919-10,
18-13,ikbZi dh d vkdkj dh dusD”ku c,"VkbZ ,oa pqMh cukus lfgr Vh dh O;oLFkk vkSj fQDl djds fuEufyf[kr eq[; tLrh yksgs dh ikbZi ds lkFk tLrh yksgs dh forj.k czkap dk ukuk] laiw.kZ A",,,
,18-13-1,25 ls 40 feeh O;kl dh ukeh; fNnz okyh,izR;sd,757-10,
,18-13-2,50 ls 80 feeh O;kl dh ukeh; fNnz okyh,izR;sd,1513-70,
18-14,ikbZi dh d ikbZiykbZu,"VkbZ ,oa pqMh cukus vkSj yacs ispd”k vkfn cukus lfgr tLrh yksgs dh esa ty & ehVj ,oa jksd VksaVh fQDl djuk] laiw.kZ ¼ty & ehVj vkSj",,,
,jksd VksaVh,dh ykxr dk vyx ls Hkqxrku fd;k tk;sxk½,izR;sd,670-15,
,ihry dh,tqM+ukjsa,,,
18-15,vuqeksfnr,"dksfV dh ihry dh fcc VksaVh dh O;oLFkk djuk ,oa yxkuk",,,
,18-15-1,15 feeh ukeh; fNnz okyh,izR;sd,303-85,
,18-15-2,20 feeh ukeh; fNnz okyh,izR;sd,327-95,
18-16,vuqeksfnr,"dksfV dh ihry dh jksd VksaVh dh O;oLFkk djuk ,oa yxkuk",,,
,18-16-1,15 feeh ukeh; fNnz okyh,izR;sd,303-85,
,18-16-2,20 feeh ukeh; fNnz okyh,izR;sd,327-95,
18-17,vuqeksfnr dh O;oLFk,"dksfV ¼isapnkj fljksa okys½ ds <ys yksgs ds ifg, ds lkFk xuesVy xsV okYo k djuk ,oa yxkuk",,,
,18-17-1,25 feeh ukeh; fNnz okys,izR;sd,532-35,
,18-17-1d,20 feeh ukeh; fNnz okys,izR;sd,461-75,
,18-17-2,32 feeh ukeh; fNnz okys,izR;sd,589-90,
,18-17-3,40 feeh ukeh; fNnz okys,izR;sd,707-30,
,18-17-4,50 feeh ukeh; fNnz okys,izR;sd,878-25,
,18-17-5,65 feeh ukeh; fNnz okys,izR;sd,1490-70,
,18-17-6,80 feeh ukeh; fNnz okys,izR;sd,2227-60,
18-18,IykfLVd xksy okYo,"QyksVksa ¼rSjusa okys½ lfgr mPp ,oa fuEu nko okysvuqeksfnr dksfV ds ¼ihry½ dh O;oLFkk djuk ,oa yxkuk A",,,
,18-18-1,15 feeh ukeh; fNnz okys,izR;sd,348-85,
,18-18-2,20 feeh ukeh; fNnz okys,izR;sd,397-45,
,18-18-3,25 feeh ukeh; fNnz okys,izR;sd,399-15,
18-19,vuqeksfnr,dksfV ds ¼isapnkj fljksa okys½ xuesVy uku&fjVuZ okYo,,,
,18-19-1,25 feeh ukeh; fNnz okys,,,
,,18-19-1-1 {kSfrt,izR;sd,506-65,
,,18-19-1-2 m/okZ/kj,izR;sd,573-50,
,18-19-2,32 feeh ukeh; fNnz okys,,,
,,18-19-2-1 {kSfrt,izR;sd,677-55,
,,18-19-2-2 m/okZ/kj,izR;sd,777-90,
,18-19-3,40 feeh ukeh; fNnz okys,,,
,,18-19-3-1 {kSfrt,izR;sd,815-05,
,,18-19-3-2 m/okZ/kj,izR;sd,1049-20,
,18-19-4,50 feeh ukeh; fNnz okys,,,
,,18-19-4-1 {kSfrt,izR;sd,1173-65,
,,18-19-4-2 m/okZ/kj,izR;sd,1320-80,
,18-19-5,65 feeh ukeh; fNnz okys,,,
,,18-19-5-1 {kSfrt,izR;sd,2093-80,
,,18-19-5-2 m/okZ/kj,izR;sd,2127-25,
,18-19-6,80 feeh ukeh; fNnz okys,,,
,,18-19-6-1 {kSfrt,izR;sd,3134-80,
,,18-19-6-2 m/okZ/kj,izR;sd,3536-15,
18-20,eq[; esa fN Qs#y dh,"nz djus vkSj Vsi yxkus lfgr <ys yksgs ds eq[kkoj.k ds lkFk ihry ds O;oLFkk djuk ,oa yxkuk",,,
,18-20-1,15 feeh ukeh; fNnz okys,izR;sd,301-60,
,18-20-2,20 feeh ukeh; fNnz okys,izR;sd,347-90,
,18-20-3,25 feeh ukeh; fNnz okys,izR;sd,447-00,
18-21,ihry dh yxkuk,";wfu;uksa ds lkFk vuE;Ñr ihohlh dusD”ku ikbZi dh O;oLFkk djuk ,oa",,,
,18-21-1,30 lseh yEckbZ,,,
,,18-21-1-1 15 feeh ukeh; fNnz okys,izR;sd,74-80,
,,18-21-1-2 20 feeh ukeh; fNnz okys,izR;sd,81-50,
,18-21-2,45 lseh yEckbZ,,,
,,18-21-2-1 15 feeh ukeh; fNnz okys,izR;sd,85-20,
,,18-21-2-2 20 feeh ukeh; fNnz okys,izR;sd,102-55,
18-22,"15 ;k 20 f ,oa yxkuk",eeh izos”k }kj lfgr Øksfe;e&;qDr ihry ds “kkoj&jkst O;oLFkk djuk,,,
,18-22-1,100 feeh O;kl dk,izR;sd,166-35,
,18-22-2,150 feeh O;kl dk,izR;sd,190-10,
,<ys yksgs,"dh/MDVkby yksgs dh ikbZi ,oa fo”ks’k tqMukjsa",,,
18-23,vidsanzr;k,¼Hkzfe fof/k ls½ <ys yksgs ds ;k [kM+s yksgs ds ew’ky dksVj ;k dksjnkj,,,
,fljksa oky,h ikbZi ;FkkLFkku Mkyuk ¼ikbZi dh ykxr vyx gksxh½,fDoaVy,298-50,
18-24,<ys yksgs,ds ew’ky dksVj fljksa okys fo”ks’kkax tSls Vh] cadu] dkyj] Vsij vkSj,,,
,Vksfi;ksa vk,fn dks ;FkkLFkku Mkyuk ¼fo”ks’kkaxksa dh ykxr vyx djds½,fDoaVy,546-00,
18-25,Vh] cadu] vkSj <ys,"dkyj] Vsij vkSj Vksfi;ksa vkfn ¼Hkkjh Js.kh ds½ tSl ew’ky dksVj fljksa okys yksgs ds ekud fo”ks’kkaxksa dh O;oLFkk djuk ,oa Mkyuk",,,
,18-25-1,300 feeh O;kl rd ds,fDoaVy,5649-65,
,18-25-2,300 feeh O;kl ls Åij ds,fDoaVy,5649-65,
