9.9.1,Second cl ass teak wood,,,,,
9.9.1.1,35 mm thick,sqm,4458.40,,,
9.9.1.2,30 mm thick,sqm,4065.50,,,
9.9.2,Kiln seaso ned and chemically treated hollock wood,,,,,
9.9.2.1,35 mm thick,sqm,3100.55,,,
9.9.2.2,30 mm thick,sqm,2896.60,,,
9.9.3,Kiln seaso ned selected planks of sheesham wood,,,,,
9.9.3.1,35 mm thick,sqm,3951.85,,,
9.9.3.2,30 mm thick,sqm,3628.80,,,
9.10,"Providi confor float gl with bu directio screw ng and fixing f ming to IS: 14 ass panes fo tt hinges of ns of Engine s shall be p actory made laminated veneer lumber glazed shutter 616 and TADS 15:2001 (Part B), using 4 mm thick r doors, windows and clerestory windows, fixing required size with necessary screws, all as per er-in-charge (Note:-Butt hinges and necessary aid separately)",,,,,
9.10.1,30 mm thi ck shutters,sqm,2682.05,,,
9.11,"Extra fo float gla (Area of be mea r providing heavy sheet float glass panes instead of ordinary ss in glazed doors, windows and clerestory window shutters. opening for glass panes excluding portion inside rebate shall sured)",,,,,
9.11.1,5.0 mm thick (weight not less than 12.50 kg per sqm) instead of 4 mm thick. (weight not less than 10 kg per sqm),sqm,275.60,,,
9.12,"Extra for 10 kg pe not less shutters shall be providing frosted glass panes 4 mm thick (weight not less than r sqm) instead of ordinary float glass panes 4 mm thick (weight than 10 kg per sqm) in doors, windows and clerestory window . (Area of opening for glass panes excluding portion inside rebate measured).",sqm,148.50,,,
9.13,"Deduct glass pa in doors glass pa inside r for providing pin headed glass panes instead of ordinary float nes weighing 4 mm thick (weight not less than 10 kg per sqm) , windows and clerestory windows shutters (Area of opening for nes excluding portion ebate shall be measured).",sqm,48.15,,,
9.14,Extra fo M.S. pre screws. r providing ISI marked Stainless Steel butt hinges instead of ssed butt hinges bright finished of required size with necessary (Shutter area to be measured).,sqm,147.15,,,
9.15,"Deduct f shutters or not providing hinges in doors, windows or clerestory window with :",,,,,
9.15.1,ISI marked Stainless steel butt hinges with stainless steel scre,ws :,,,,
9.15.1.1,For 2nd class teak wood and other class of wood shutters,sqm,202.55,,,
9.15.2,ISI marked M.S. pressed butt hinges bright finished of required size with necessary screws.,,,,,
9.15.2.1,For 2nd class teak wood and other class of wood shutters,sqm,55.40,,,
9.16,Providin g and fixing 25 mm thick shutters for cup board etc. :,,,,,
9.16.1,Panelled or panelled & glazed shutters :,,,,,
9.16.1.1,Second class teak wood including ISI marked anodised aluminium butt hinges with necessary screws,sqm,3918.85,,,
9.16.1.2,Second class teak wood including ISI marked nickel plated bright finished M.S. piano hinges with necessary screws,sqm,4061.20,,,
9.16.2,Glazed shutters :,,,,,
9.16.2.1,Second class teak wood including ISI marked anodized aluminium butt hinges with necessary screws,sqm,3751.10,,,
9.16.2.2,Second class teak wood including ISI marked nickel plated bright finished M.S. piano hinges with necessary screws,sqm,3791.20,,,
9.52,Deduct f less tha shutter i 10 kg pe or fixing 75x25 mm hard drawn steel wire fabric of weight not n 7.75 Kg per sqm in panelled and glazed door and window nstead of glass sheet 4 mm thick (weight not less than r sqm).,sqm,161.90,,,
9.53,"Providin frame wi in ceme 3 coarse g 40x5 mm flat iron hold fast 400 mm long including fixing to th 10 mm diameter bolts, nuts and wooden plugs and embedding nt concrete block 300x100x150 mm 1:3:6 mix (1 cement : sand : 6 graded stone aggregate 20mm nominal size).",each,194.35,,,
9.54,"Providin preserv g beams including hoisting, fixing in position and applying wood ative for the unexposed surfaces, etc. complete with :",,,,,
9.54.1,Sal wood,cum,95406.90,,,
9.54.2,Hollock wood,cum,62238.25,,,
,BRIGHT FINISHED M.S. FITTINGS,,,,,
9.55,Providin bright fi g and fixing ISI marked IS : 1341 M.S. pressed butt hinges nished with necessary screws etc. complete :,,,,,
9.55.1,125x65x2.12 mm,each,48.00,,,
9.55.2,100x58x1.90 mm,each,39.05,,,
9.55.3,75x47x1.70 mm,each,32.75,,,
9.55.4,50x37x1.50 mm,each,16.35,,,
9.56,"Providin finished g and fixing ISI marked, IS : 1341, M.S. heavy weight bright butt hinges with necessary screws etc. complete :",,,,,
9.56.1,125x90x4.00 mm,each,60.70,,,
9.56.2,100x75x3.50 mm,each,52.40,,,
9.56.3,75x60x3.10 mm,each,40.00,,,
9.56.4,50x40x2.50 mm,each,21.80,,,
,"Note: - steel hin In coastal areas, M.S. heavy weight butt hinges or stainless ges shall be used.",,,,,
,COPER PER IS: OXIDISED MILD STEEL FITTINGS (COPPER OXIDISED AS 1378),,,,,
9.57,Providin hinges IS: 1378 g and fixing ISI marked IS : 1341 oxidised M.S. pressed butt with necessary screws etc. complete. (copper oxidized as per ),,,,,
9.57.1,125x65x2.12 mm,each,47.05,,,
9.57.2,100x58x1.90 mm,each,40.60,,,
9.57.3,75x47x1.70 mm,each,34.30,,,
9.57.4,50x37x1.50 mm,each,16.95,,,
9.58,Providin Parliam oxidized g and fixing ISI marked IS : 1341 oxidised M.S. pressed entary hinges with necessary screws etc. complete : (copper as per IS: 1378),,,,,
9.58.1,150x125x27x2.80 mm,each,77.70,,,
9.116,Providing shutter b channel separate and fixing sliding arrangement in racks/ cupboards/cabinets y with stainless steel rollers to run inside C or E aluminium section (The payment of C or E channel shall be made ly),each,17.65,,,
9.117,"Providing extruded ±1mm), frame to joints mit reinforce mm) wall complete in-charge and fixing factory made uPVC door frame made of uPVC sections having an overall dimension as below (tolerance with wall thickness 2.0 mm (± 0.2 mm), corners of the door be Jointed with galvanized brackets and stainless steel screws, red and Plastic welded. The hinge side vertical of the frames d by galvanized M.S. tube of size 19 X 19 mm and 1mm (± 0.1 thickness and 3 nos. stainless steel hinges fixed to the frame as per manufacturer’s specification and direction of Engineer-",,,,,
9.117.1,Extruded section profile size 48x40 mm,metre,232.55,,,
9.117.2,Extruded section profile size 42x50 mm,metre,280.70,,,
9.118,"Providing 9.118.1 and fixing to existing door frames. 24 mm thick factory made PVC door shutters made of styles and rails of a uPVC hollow section of size 59x24 mm and wall thickness 2 mm (± 0.2 mm) with inbuilt edging on both sides. The styles and rails mitred and joint at the corners by means of M.S. galvanised/ plastic brackets of size 75x220 mm having wall thickness 1.0 mm and stainless steel screws. The styles of the shutter reinforced by inserting galvanised M.S. tube of size 20x20 mm and 1 mm (± 0.1 mm) wall thickness. The lock rail made up of 'H' section, a uPVC hollow section of size 100x24 mm and 2 mm (± 0.2 mm) wall thickness, fixed to the shutter styles by means of plastic/galvanised M.S. 'U' cleats. The shutter frame filled with a uPVC multi-chambered single panel of size not less than 620 mm, having over all thickness of 20 mm and 1 mm (± 0.1 mm) wall thickness. The panels filled vertically and tie bar at two places by inserting horizontally 6 mm galvanised M.S. rod and fastened with nuts and washers, complete as per manufacturer's specification and direction of Engineer-in-charge. (For W.C. and bathroom door shutter).",sqm,1790.65,,,
9.118.2,"30 mm thick factory made Polyvinyl Chloride (PVC) door shutter made of styles and rails of a uPVC hollow section of size 60x30 mm and wall thickness 2 mm (± 0.2 mm), with inbuilt decorative moulding edging on one side. The styles and rails mitred and joint at the corners by means of M.S. galvanised/ plastic brackets of size 75x220 mm having wall thickness 1.0 mm and stainless steel screws. The styles of the shutter reinforced by inserting galvanised M.S. tube of size 25x20 mm and 1 mm (± 0.1 mm) wall thickness. The lock rail made up of 'H' section, a uPVC hollow section of size 100x30 mm and 2 mm (± 0.2 mm) wall thickness fixed to the shutter styles by means of plastic/ galvanised M.S. 'U' cleats.",,,,,
,"inserting 2 threaded a per manuf nos 6 mm dia bright steel rod horizontally with both side nd tightened with check nuts and washers complete, all as acturer's specification and direction of engineer-in-charge.",sqm,3954.15,,,
,"9.147A Providing a cum fixed sash and with 1.60 forming pr profile), uP gasket, st powder co fixing fram stainless s and fusion welded inc water etc. wall shall b required s drawing & and silicon in higher s shall be m nd fixing factory made uPVC white colour casement/casement glazed windows comprising of uPVC multi-chambered frame, mullion (where ever required) extruded profiles duly reinforced ± 0.2 mm thick galvanized mild steel section made from roll ocess of required length (shape & size according to uPVC VC extruded glazing beads of appropriate dimension, EPDM ainless steel (SS 304 grade) friction hinges, zinc alloy (white ated) casement handles, G.I fasteners 100 x 8 mm size for e to finished wall, plastic packers, plastic caps and necessary teel screws etc. Profile of frame & sash shall be mitred cut welded at all corners, mullion (if required) shall be also fusion luding drilling of holes for fixing hardware's and drainage of After fixing frame the gap between frame and adjacent finished e filled with weather proof silicon sealant over backer rod of ize and of approved quality, all complete as per approved direction of Engineer-in-Charge. (Single / double glass panes sealant shall be paid separately). Variation in profile dimension ide shall be accepted but no extra payment on this account ade.",,,,,
,"Note:For tolerancei uPVC frame, sash and mullion extruded profiles minus 5% n dimension i.e. in depth & width of profile shall be acceptable.",,,,,
,"9.147A.1 Casement window single panel with S.S. friction hinges (300 x 19 x 1.9 mm), made of (small series) frame 47 x 50 mm & sash 47 x 68 mm both having wall thickness of 1.9 ± 0.2 mm and single glass pane glazing bead of appropriate dimension. (Area of window upto 0.75 sqm.)",sqm,10443.75,,,
,"9.147A.2 Casement window double panels with S.S. friction hinges (300 x 19 x 1.9 mm) made of (small series) frame 47 x 50 mm, sash 47 x 68 mm & mullion 47 x 68 mm all having wall thickness of 1.9 ± 0.2 mm and single glazing bead of appropriate dimension. (Area of window above 0.75 sqm upto 1.50 sqm).",sqm,9635.40,,,
,"9.147A.3 Casement window double panels with top fixed with S.S. friction hinges (350 x 19 x 1.9 mm) made of (small series) frame 47 x 50 mm, sash 47 x 68 mm & mullion 47 x 68 mm all having wall thickness of 1.9 ± 0.2 mm and single glazing bead of appropriate dimension. ( Area of window upto 2.50 sqm).",sqm,7776.70,,,
,9.147A.4 Casement window single panel with S.S. friction hinges (400 x 19 x 1.9 mm) made of (big series)frame 67 x 60 mm & sash 67 x 80 mm both having wall thickness of 2.3 ± 0.2 mm and single glazing bead / double glazing bead of appropriate dimension. (Area of window above 0.75 sqm.),sqm,10347.05,,,
,9.147D.1 9.147D.2 9.147D.3 9.147D.4 9.147D.5 Two track two panels sliding window made of (small series) frame 52 x 44 mm &sash 32 x 60 mm both having wall thickness of 1.9 ± 0.2 mm and single glazing bead of appropriate dimension. (Area of window upto 1.75 sqm) Three track three panels sliding window with fly proof SS wire mesh (Two nos. glazed & one no. wire mesh panels) made of (small series) frame 92 x 44 mm & sash 32 x 60 mm both having wall thickness of 1.9 ± 0.2 mm and single glazing bead of appropriate dimension (Area of window upto 1.75 sqm). Two track two panels sliding window made of (big series) frame 67 x 50 mm & sash 46 x 62 mm both having wall thickness of 2.3 ± 0.2 mm and single glazing bead / double glazing bead of appropriate dimension . (Area of window above 1.75 sqm upto 2.50 sqm). Three track three panels sliding window with fly proof S.S wire mesh (Two nos. glazed & one no. wire mesh panels) made of (big series) frame 116 x 45 mm & sash 46 x 62 mm both having wall thickness of 2.3 ± 0.2 mm and single glazing bead / double glazing bead of appropriate dimension. (Area of window above 1.75 sqm). Three track three panels sliding window made of (big series) frame 116 x 45 mm & sash 46 x 62 mm both having wall thickness of 2.3 ± 0.2 mm and single glazing bead / double glazing bead of appropriate dimension. (Area of window above 1.75 sqm),sqm sqm sqm sqm sqm,7634.10 10030.30 7821.15 9642.60 9183.30,,,
,"9.147E Providing a above 1.5 frame with with 1.60 forming pr profile), ap extruded in EPDM ga one side o locking ha coated) to steel (SS bearing ca frame to fi of frame & including d After fixin shall be fi required s drawing & nd fixing factory made uPVC white colour sliding glazed window 0 m in height dimension comprising of uPVC multi-chambered in-built roller track and sash extruded profiles duly reinforced ± 0.2 mm thick galvanized mild steel section made from roll ocess of required length (shape & size according to uPVC propriate dimension of uPVC extruded glazing beads, uPVC terlocks and uPVC extruded Inline sash adaptor (if required), sket, wool pile, zinc alloy (white powder coated) handle on f extreme panel along with zinc plated mild steel multi point ving transmission gear with keeps, zinc alloy (white powder uch lock with hook (if required for wire mesh panel), stainless 304 grade) body with adjustable double nylon rollers (weight pacity to be 120 kg), G.I fasteners 100 x 8 mm size for fixing nished wall and necessary stainless steel screws etc. Profile sash shall be mitred cut and fusion welded at all corners, rilling of holes for fixing hardware's and drainage of water etc. g frame the gap between frame and adjacent finished wall lled with weather proof silicon sealent over backer rod of ize and of approved quality, all complete as per approved direction of Engineer-in-Charge. (Single / double glass panes,",,,,,
9.23,Extra fo minimu shutter,r providing l m depth on a to be measu,ipping with 2 ll edges of flu red).,nd class teak wood battens 25 mm sh door shutters (over all area of door,sqm,401.40
9.24,Extra for doors ( measur,providing vi cost of glas ed):,sion panel no s excluded),t exceeding 0.1 sqm in all type of flush (overall area of door shutter to be,,
,9.24.1,Rectangul,ar or square,,sqm,173.95
,9.24.2,Circular,,,sqm,180.60
9.25,Extra if l (overall,ouvers (not e area of door,xceeding 0.2 s shutters to b,qm) are provided in flush door shutters e measured).,,
,9.25.1,Decorative,type door,,sqm,354.55
9.26,Extra fo to be m,r cutting reb easured).,ate in flush d,oor shutters (Total area of the shutter,sqm,93.65
9.27,Providin gauge o of dia 0. and nec,"g and fixing f average w 63 mm, for d essary scre","wire gauge idth of apertu oors, window ws :",shutters using galvanized M.S. wire re 1.4 mm in both directions with wire s and clerestory windows with hinges,,
,9.27.1,35 mm thi,ck shutters,,,
,,9.27.1.1,with ISI ma finished of r,rked M.S. pressed butt hinges bright equired size,,
,,,9.27.1.1.1,Second class teak wood,sqm,4342.30
,,,9.27.1.1.2,Kiln seasoned and chemically treated hollock wood,sqm,3140.15
,,,9.27.1.1.3,Kiln seasoned selected class of sheesham wood,sqm,3893.35
,,9.27.1.2,With ISI m required siz,arked stainless steel butt hinges of e,,
,,,9.27.1.2.1,Second class teak wood,sqm,4489.45
,,,9.27.1.2.2,Kiln seasoned and chemically treated hollock wood,sqm,3287.30
,,,9.27.1.2.3,Kiln seasoned selected class of sheesham wood,sqm,4040.55
,9.27.2,30 mm thi,ck shutters,,,
,,9.27.2.1,with ISI ma finished of r,rked M.S. pressed butt hinges bright equired size,,
,,,9.27.2.1.1,Second class teak wood,sqm,3863.65
,,,9.27.2.1.2,Kiln seasoned and chemically treated hollock wood,sqm,2834.60
,,,9.27.2.1.3,Kiln seasoned selected class of,,
,,,,sheesham wood,sqm,3479.40
9.97,"Providing and fixing aluminium tower bolts, ISI marked, anodised (anodic coating not less than grade AC 10 as per IS : 1868 ) transparent or dyed to required colour or shade, with necessary screws etc. complete :",,,,,
,9.97.1 300x10 mm,each,117.65,,,
,9.97.2 250x10 mm,each,104.40,,,
,9.97.3 200x10 mm,each,90.80,,,
,9.97.4 150x10 mm,each,75.55,,,
,9.97.5 100x10 mm,each,58.65,,,
9.98,"Providing and fixing aluminium pull bolt lock, ISI marked, anodised (anodic coating not less than grade AC 10 as per IS : 1868) transparent or dyed to required colour and shade, with necessary screws bolts, nut and washers etc. complete.",each,89.90,,,
9.99,"Providing and fixing 50 cm long aluminium kicking plate of size 100x3.15 mm, anodised (anodic coating not less than grade AC 10 as per IS : 1868) transparent or dyed to required colour or shade, with necessary screws etc. complete.",each,212.85,,,
9.100,"Providing and fixing aluminium handles, ISI marked, anodised (anodic coating not less than grade AC 10 as per IS : 1868) transparent or dyed to required colour or shade, with necessary screws etc. complete :",,,,,
,9.100.1 125 mm,each,60.05,,,
,9.100.2 100 mm,each,53.25,,,
,9.100.3 75 mm,each,46.30,,,
9.101,"Providing and fixing aluminium hanging floor door stopper, ISI marked, anodised (anodic coating not less than grade AC 10 as per IS : 1868) transparent or dyed to required colour and shade, with necessary screws etc. complete.",,,,,
,9.101.1 Single rubber stopper,each,35.50,,,
,9.101.2 Twin rubber stopper,each,62.25,,,
9.102,"Providing and fixing aluminium casement stays, ISI marked, anodised (anodic coating not less than grade AC 10 as per IS : 1868) transparent or dyed to required colour and shade, with necessary screws etc. complete.",each,64.55,,,
9.103,"Providing and fixing bright finished brass 100 mm mortice latch and lock, ISI marked, with six levers and a pair of anodised (anodic coating not less than grade AC 10 as per IS : 1868) aluminium lever handles of approved quality with necessary screws etc. complete.",each,739.80,,,
9.104,Providing and fixing aluminium tee channels (heavy duty) with rollers & stop end in pelmets as curtain rod.,metre,139.70,,,
,"The shutter frame filled with a uPVC multi-chambered single panel of size not less than 620 mm, having over all thickness of 20 mm and 1 mm (± 0.1 mm) wall thickness . The panels filled vertically and tie bar at two places by inserting horizontally 6 mm galvanised M.S. rod and fastened with nuts and washers, complete as per manufacturer's specification and direction of Engineer-in-charge. 9.118.3 25 mm thick PVC flush door shutters made out of a one piece Multi chamber extruded PVC section of the size of 762 mm X 25 mm or less as per requirement with an average wall thickness of 1 mm (± 0.3 mm). PVC foam end cap of size 23x10 mm are provided on both vertical edges to ensure the overall thickness of 25 mm. M.S. tube having dimensions 19 mm x 19 mm and 1.0 mm (± 0.1 mm) is inserted along the hinge side of the door. Core of the door shutter should be filled with High Density Polyurethane foam. The Top & Bottom edges of the shutter are covered with an end-cap of the size 25 mm X 11 mm. Door shutter shall be reinforced with special polymeric reinforcements as per manufacturer’s specification and direction of Engineer-in-charge to take up necessary hardware and fixtures. Stickers indicating the locations of hardware will be pasted at appropriate places",sqm sqm,2008.55 2612.20,,,
9.119,"Providing and fixing factory made P.V.C. door frame of size 50x47 mm with awall thickness of 5 mm, made out of extruded 5mm rigid PVC foam sheet, mitred at corners and joined with 2 Nos of 150 mm long brackets of 15x15 mm M.S. square tube, the vertical door frame profiles to be reinforced with 19x19 mm M.S. square tube of 19 gauge, EPDM rubber gasket weather seal to be provided through out the frame. The door frame to be fixed to the wall using M.S. screws of 65/100 mm size, complete as per manufacturer’s specification and direction of Engineer- in-Charge.",metre,408.25,,,
9.120,"Providing and fixing factory made panel PVC door shutter consisting of frame made out of M.S. tubes of 19 gauge thickness and size of 19 mm x 19 mm for styles and 15x15 mm for top & bottom rails. M.S. frame shall have a coat of steel primers of approved make and manufacture. M.S. frame covered with 5 mm thick heat moulded PVC 'C' channel of size 30 mm thickness, 70 mm width out of which 50 mm shall be flat and 20 mm shall be tapered in 45 degree angle on both side forming styles and 5 mm thick, 95 mm wide PVC sheet out of which 75mm shall be flat and 20 mm shall be tapered in 45 degree on the inner side to form top and bottom rail and 115 mm wide PVC sheet out of which 75 mm shall be flat and 20 mm shall be tapered on both sides to form lock rail. Top, bottom and lock rails shall be provided both side of the panel. 10 mm (5 mm x 2 ) thick, 20 mm wide cross PVC sheet be provided as gap insert for top rail & bottom rail, paneling of 5 mm thick both side PVC sheet to be fitted in the M.S. frame welded/ sealed to the styles & rails with 7 mm (5 mm+2 mm) thick x 15 mm wide PVC sheet beading",,,,,
,"on inner side, and joined together with solvent cement adhesive. An additional 5 mm thick PVC strip of 20 mm width is to be stuck on the interior side of the 'C' Channel using PVC solvent adhesive etc. complete as per direction of Engineer-in-charge, manufacturer's specification & drawing.",,,,,
,9.120.1 30 mm thick plain PVC door shutters,sqm,2455.10,,,
,9.120.2 30 mm thick pre laminated PVC door shutters,sqm,2455.10,,,
9.121,Providing and fixing Fiber Glass Reinforced plastic (FRP) Door Frames of cross-section 90 mm x 45 mm having single rebate of 32 mm x 15 mm to receive shutter of 30 mm thickness. The laminate shall be moulded with fire resistant grade unsaturated polyester resin and chopped mat. Door frame laminate shall be 2mm thick and shall be filled with suitable wooden block in all the three legs. The frame shall be covered with fiber glass from all sides. M.S. stay shall be provided at the bottom to steady the frame.,metre,702.60,,,
9.122,"Providing and fixing to existing door frames. 9.122.1 30 mm thick Glass Fibre Reinforced Plastic (FRP) panelled door shutter of required colour and approved brand and manufacture, made with fire - retardant grade unsaturated polyester resin, moulded to 3 mm thick FRP laminate for forming hollow rails and styles, with wooden frame and suitable blocks of seasoned wood inside at required places for fixing of fittings, cast monolithically with 5 mm thick FRP laminate for panels conforming to IS: 14856, including fixing to frames. 9.122.2 30 mm thick Fiberglass Reinforced Plastic (F.R.P.) flush door shutter in different plain and wood finish made with fire retardant grade unsaturated polyester resin, moulded to 3 mm thick FRP laminate all around, with suitable wooden blocks inside at required places for fixing of fittings and polyurethane foam (PUF)/Polystyrene foam to be used as filler material throughout the hollow panel, casted monolithically with testing parameters of F.R.P. laminate conforming to table - 3 of IS: 14856, complete as per direction of Engineer-in-charge.",sqm sqm,3496.75 3963.70,,,
9.123,"Providing and fixing factory made door frame (single rebate) made out of single piece extruded solid PVC foam profile with homogenous fine cellular structure having smooth outer integral skin having 62 mm width & 32 mm thickness, frame will be mitred & Jointed with self driven self tapping screws of size 38 mm x 4 mm & PVC solvent cement, including fixing the frame to wall with suitable dia & length anchor fastener as per manufacturer's specification and direction of Engineer-in-charge.",metre,481.85,,,
9.124,"Providing and fixing factory made 30 mm thick door shutter made of solid PVC foam profile. The styles & rails shall be of size 75 mm x 30 mm having wall thickness 5 mm. The styles, top & bottom rails shall have one side wall thickness of 15 mm integrally extruded on the hinge",,,,,
,"side of the profile for better screw holding power. The styles and rails shall be reinforced with M.S. tubes of size 33 mm x 17 mmx 1 mm, painted with primer , all four corners of reinforcement to be welded or sealed. Solid PVC extruded bidding (push fit type) will be set inside the styles and the rails with a cavity, to receive single piece extruded 5mm PVC sheet as panel. The styles and rails will be mitred cut and joint with the help of PVC solvent cement & self driven self tapping screws. Single piece extruded solid PVC lock rail of size 100 mm x 30 mm with wall thickness 5 mm & 15 mm integrally extruded in the middle of the lock rail & fixed with styles with the help of PVC solvent cement & self driven self tapping screws of size 100mm x 8 mm complete as per manufacturer's specifications and direction of Engineer-in-charge.",,,,,
,9.124.1 Non decorative finish,sqm,3060.60,,,
,9.124.2 Decorative finish (both side wood grained finish),sqm,3194.40,,,
9.125,Providing and fixing PVC rigid foam sheet 1 mm thick on existing door shutters (bathroom and W.C. doors) using synthetic rubber based adhesive.,sqm,1293.05,,,
9.126,"Providing and fixing 12 mm thick panelling or panelling and glazing in panelled or panelled and glazed shutters for doors, windows and clerestory windows (area of opening for panel inserts excluding portion inside grooves or rebates to be measured). Panelling for panelled or panelled and glazed shutters 25 mm to 40 mm thick.",,,,,
,9.126.1 Marine plywood conforming to IS: 710,sqm,2100.40,,,
,9.126.2 Fire retardant plywood conforming to IS: 5509,sqm,2338.75,,,
9.127,"Providing & Fixing decorative high pressure laminated sheet of plain / wood grain in gloss / matt/ suede finish with high density protective surface layer and reverse side of adhesive bonding quality conforming to IS : 2046 Type S, including cost of adhesive of approved quality.",,,,,
,9.127.1 1.5 mm thick,sqm,890.55,,,
,9.127.2 1.0 mm thick,sqm,764.00,,,
9.128,"Providing and fixing factory made Fiberglass Reinforced plastics (F.R.P.) chajja 4 mm thick of required colour, size and design made by Resin Transfer Moulding (RTM) Machine Technology, resulting in void free compact laminate in single piece, having smooth gradual slope curvature for easy drainage of water and duly reinforced by 2 nos vertically and 1 nos horizontally 50x2 mm thick M.S. flat with 12 mm in built hole for grouting on the existing wall along with the 50 mm flanges duly inserted and sealed in the wall complete in one single piece casted monolithically, including all necessary fittings . The FRP Chajja should be manufactured using unsaturated Polyester resin as per IS: 6746, duly reinforced with fibre glass chopped strand mat (CSM) as per IS: 11551 complete with protective Gel coat U/V coating on Top for complete resistance from the extreme of temperature, weather & sunlight (Only plan area of chajjas shall be measured for making payment).",sqm,4901.50,,,
9.129,"Providing and fixing cup board shutters 25 mm thick, with Pre-laminated flat pressed three layer particle board or graded wood particle board IS: 12823 marked, exterior grade (Grade l Type ll), having one side decorative lamination and other side balancing lamination, including IInd class teak wood lipping of 25 mm wide x12 mm thick with necessary screws and bright finished stainless steel piano hinges, complete as per direction of the Engineer-in-Charge",sqm,1982.70,,,
9.130,"Providing and fixing cup board shutters with 25 mm thick veneered particle board IS : 3097 marked, exterior grade (Grade I), of approved make, including IInd class teak wood lipping of 25 mm wide x 12 mm thick with necessary screws and bright finished stainless steel piano hinges, complete as per direction of Engineer-in-Charge.",,,,,
,9.130.1 With decorative veneering on one side and commercial veneering on other side,sqm,1668.30,,,
,9.130.2 With non decorative veneering on both sides,sqm,1567.95,,,
9.131,"Providing and fixing factory made shutters of Pre-laminated particle board flat pressed three layer or graded wood particle board with one side decorative finish and other side balancing lamination conforming to IS: 12823 Grade l Type ll, of approved design, and edges sealed with water resistant paint and lipped with aluminium 'U' type edge beading all- round the shutter, including fixing with angle cleat, grip strip, cadmium plated steel screws, including fixing of aluminium hinges 100x63x4 mm etc. complete as per architectural drawing and direction of Engineer-in- Charge (Cost of 'U' beading and hinges will be paid for separately).",,,,,
,9.131.1 25 mm thick,sqm,1559.05,,,
9.132,"Providing and fixing aluminum U beading of required size to Pre-laminated/ flush door shutter, including fixing etc. complete as per direction of Engineer-in-charge.",kg,530.30,,,
9.133,"Providing and fixing, in position concealed G.I. section for wall paneling using board of required thickness fixed on the 'W' profile (0.55 mm thick) having a knurled web of 51.55 mm and two flanges of 26 mm each with lips of 10.55 mm, placed @ 610 mm C/C in perimeter channel having one flange of 20 mm and another flange of 30 mm with thickness of 0.55 mm and web of length 27 mm. Perimeter channel is fixed on the floor and the ceiling with the nylon sleeves @ 610 mm C/C with fully threaded self-tapping dry wall screws. Board is fixed to the 'W' profile with 25 mm countersunk ribbed head screws @ 200 mm C/C., all complete as per the drawing & directions of engineer-in-charge, the joints of the boards are finished with specially formulated jointing compound and 48mm wide jointing tape to provide seamless finish.",,,,,
,"9.133.1 Tapered edge calcium silicate board made with calcareous & siliceous materials reinforced with cellulose fiber manufactured through autoclaving process to give stable crystalline structure with compressive strength 225 kg/ sq.cm, Bending strength 100 kg/sq.cm.",,,,,
,9.133.1.1 10mm thick,sqm,1503.50,,,
,9.134.2.2 With ISI marked stainless steel butt hinges of required size,,,,,
,9.134.2.2.1 Second class teak wood,sqm,4153.20,,,
,9.134.2.2.2 Kiln seasoned and chemically treated hollock wood,sqm,3124.15,,,
,9.134.2.2.3 Kiln seasoned selected class of sheesham wood,sqm,3768.90,,,
9.135,"Providing and fixing fly proof stainless steel grade 304 wire gauge, to windows and clerestory windows using wire gauge with average width of aperture 1.4 mm in both directions with wire of dia. 0.50 mm all complete.",,,,,
,9.135.1 With 2nd class teak wood beading 62X19 mm,sqm,1404.25,,,
,9.135.2 With 12 mm mild steel U beading,sqm,1051.75,,,
9.136,"Providing and fixing fire resistant door frame of section 143 x 57 mm having built in rebate made out of 16 SWG G.I. sheet (zinc coating not less than 120 gm/sqm) duly filled with vermuculite based concrete mix, suitable for mounting 60 minutes fire rated door shutters. The frame is fitted with intumuscent fire seal strip of size 10x4 mm (minimum) alround the frame and fixing with dash fastener of approved size and make, including applying a coat of approved brand fire resistant primer etc. complete as per direction of Engineer-in-charge (Dash fastener to be paid for separately).",metre,1462.75,,,
9.137,"Providing and fixing 50 mm thick glazed fire resistant door shutters of 60 minutes fire rating conforming to IS:3614 (Part-II), tested and certified as per laboratory approved by Engineer-in-charge, with suitable mounting on door frame, consisting of vertical styles, lock rail, top rail 100 mm wide, bottom rail 200 mm wide, made out of 16 SWG G.I.sheet (zinc coating not less than 120 gm/m2) duly filled FR insulation material and fixing with necessary stainless steel ball bearing hinges of approved make, including applying a coat of approved fire resistant primer etc. all complete as per direction of Engineer-in-charge (panneling to be paid for separately).",sqm,6444.95,,,
9.138,"Providing and fixing glazing in fire resistant door shutters, fixed panels & partitions etc., with G.I. beading made out of 1.6 mm thick G.I. sheet (zinc coating not less than 120 gm/m²) of size 20 x 33 mm screwed with M4 x 38 mm SS screws at distance 75 mm from the edges and 150 mm c/c , including applying a coat of approved fire resistant primer/ powder coating of not less than 30 micron on G.I. beading, & special ceramic tape of 5 x 20 mm size etc complete in all respect as per NBC 2016, IS 16231 (Part 3):2016 and as per direction of Engineer-in-charge with glass of required thickness having 60 minutes of fire resistance both integrity & radiation control (EW60) and minimum 20 minutes of insulation (EI20). The manufacturer have to give test report/certification of fire glass and the glass should have the stamp showing the value of",,,,,
