,"E, EW & EI. The glass shall be tested in approved NABL accredited lab or by any other accreditation body which operates in accordance with ISO/IEC 17011 and accredits labs as per ISO/IEC 17025 for testing and calibration scopes shall be eligible. The maximum glazing size shall not be more than 1100x2200 mm (w x h) or 2.42 sqm.",sqm,35982.00,,,
9.139,"Providing and fixing panic bar / latch (Double point) fitted with a single body, Trim Latch & Lock on back side of the Panic Latch of reputed brand and manufacture to be approved by the Engineer- in- charge, all complete.",each,7145.90,,,
9.140,"Providing and fixing plain lining with necessary screws/nuts & bolts/ nails, including a coat of approved primer on one face, and fixed on wooden /steel frame work, complete as per direction of Engineer-in- charge (Frame work shall be paid for separately).",,,,,
,9.140.1 12mm thick commercial ply conforming to IS : 1328 BWR type,sqm,1084.60,,,
9.141,"Providing and fixing PVC Door Frame of size 50x47 mm with a wall thickness of 5 mm (± 0.2 mm), made out of single piece extruded PVC profile, with mitred cut joints and joint with 2 nos of PVC bracket of size 190 mm x 100 mm long arms of cross section size 35 x 15 mm & self driven self taping screws, the vertical door profiles to be reinforced with 40x20 mm M.S. rectangular tube of 0.8 mm , including providing EPDM rubber gasket weather seal throughout the frame, including jointing 5 mm PVC frame strip with PVC solvent cement on the back of the profile. The door frame to be fixed to the wall using 8 x100 mm long anchor fasteners complete, all as per manufacturer's specification and direction of Engineer -in- charge.",metre,462.25,,,
9.142,"35 mm thick factory made Solid panel PVC Door shutter, made out of single piece extruded soild PVC profiles, 5 mm (± 0.2 mm) thick, having styles & rails (except lock rail) of size 95 mmx 35 mm x 5 mm, out of which 75 mm shall be flat and 20 mm shall be tapered (on both side), having one side thickness of 15 mm integrally extruded on the hinge side of the profile for better screw holding power, including reinforcing with MS tube of size 40 mm X 20 mm x 1 mm, joints of styles & rails to be mitered cut & joint with the help of PVC solvent cement, self driven self tapping screws & M.S. rectangular pipes bracket of size 190 mm X 100 mm of cross section size 35 mm x 17 mm x 1 mm at each corner. Single piece extruded 5 mm thick solid PVC Lock rail of size 115 mm x 35 mm, out of which 75 mm to be flat and 20 mm to be tapered at both ends, having 15 mm solid core in middle of rail section integrally extruded, fixing the styles & rails with the help of solvent and self driven self tapping screws of 125 mm x 11 mm, including providing 5 mm Single piece solid PVC extruded sheet inserted in the door as panel, all complete as per manufacturer's specification and direction of Engineer- in-charge.",,,,,
,9.142.1 Non decorative finish (matt finish),sqm,3467.20,,,
,9.142.2 Decorative finish (wood grained finish),sqm,4018.40,,,
9.143,"Providing and Fixing factory made uPVC door frame, made of uPVC exturded sections, of size 65 mm x 55 mm with wall thickness 2.0 mm (± 0.2 mm), corners of the door frame to be mitred cut and jointed with plastic brackets and stainless steel screws, reinforcing hinge side vertical of the frames with PVC profile of Size 28 mm x 30 mm having wall thickness 2 mm (±0.2 mm), including providing & fixing 3 nos of 125 mm long stainless steel hinges to the frame, fixing the frame with jamb with required number & size of anchor dash fastners, all complete as per manufacturer's specification and direction of Engineer-in-charge.",metre,545.60,,,
9.144,"Providing and fixing 37 mm thick factory made PVC door shutter, styles and rails made of PVC hollow section of size 100 mm x 37 mm with wall thickness 2 mm (± 0.2 mm), with inbuilt bead on one side, styles and rails mitered cut and joint at the corners by means of 2 nos of plastic brackets of size 75 mm x 220 mm at each corner and stainless steel screws, reinforcing the hinge side of style by inserting PVC profile of size 28 mm x 30 mm, with wall thickness 2 mm ( ± 0.2 mm). Lockrail of size 100 mm x 37 mm, wall thickness 2 mm (+ 0.2 mm) will be fixed to the vertical styles. Providing with PVC snapfit beads and panel of size 100 mm x 20 mm, and inserting 2 nos tie bar of 6 mm dia and fastening with nuts and washers complete, all as per manufacturer's specification and direction of Engineer-in-charge.",sqm,3654.45,,,
9.145,"Providing and Fixing factory made PVC door frame made of PVC extruded sections of size 75 mm x 53 mm, having wall thickness 2.0 mm (± 0.2 mm). Both verticalssides of the frame reinforced with PVC profile of cross section size 28 mm x 30 mm x 2 mm thickness (± 0.2 mm) and 75 mm x 200 mm long, including reinforcing both ends of the top frame with PVC profile. PVC Door Frame and PVC reinforcement profile to be mitred cut, jointed and fusion welded together, including providing and fixing 3 nos of 125 mm long stainless steel hinges to frame, fixing the frame with jamb with required nos & sizes of anchor dash fastener, all complete as per manufacturer's specification and direction of engineer- in-charge.",metre,611.20,,,
9.146,"Providing and fixing 37 mm thick factory made PVC Door shutter, styles and rails made of PVC hollow extruded printed and laminated section having overall dimension 115 mm x 37 mm with wall thickness 2 mm (± 0.2 mm) with inbuilt beading on one side, the styles and rails mitred cut and joint at corners by inserting 2 nos PVC profile reinforcement of size 75 mm x 200 mm long with cross section size of 28 mm x 30 mm having wall thickness 2 mm (± 0.2 mm). Styles, rails and reinforcements to be fusion welded together. Only hinge side vertical style to be reinforced with PVC profile reinforcement in full length. Printed and laminated PVC lock rail of size 110 mm x 37 mm having wall thickness 2 mm (± 0.2 mm) to be welded horizontally with the vertical styles after inserting PVC profile reinforcement as in styles and rails, providing with PVC snap fit beading, panels of 100 x 20 mm printed & laminated and",,,,,
,"having transmission gear, cylinder with keeps and one side key, G.I fasteners 100 x 8 mm size for fixing frame to finished wall and necessary stainless steel screws, etc. Profile of frame & sash shall be mitred cut and fusion welded at all corners, mullion (if required) shall be also fusion welded including drilling of holes for fixing hardware's and drainage of water etc. After fixing frame the gap between frame and adjacent finished wall shall be filled with weather proof silicon sealent over backer rod of required size and of approved quality, all complete as per approved drawing & direction of Engineer-in-Charge. (Single / double glass panes and silicon sealent shall be paid separately). Variation in profile dimension in higher side shall be accepted but no extra payment on this account shall be made.",,,,,
,"Note:For uPVC frame, sash and mullion extruded profiles minus 5% tolerance in dimension i.e. in depth & width of profile shall be acceptable.",,,,,
,"9.147C.1 Casement door with 3D hinges made of (big series) frame 67 x 64 mm & sash 67 x 110 mm both having wall thickness of 2.3 ± 0.2 mm and single glazing bead / double glazing bead of appropriate dimension. (Area of door upto 2.00 sqm). 9.147C.2 Casement door with top hung ventilator with 3D and S.S. friction hinges (400 x 19 x 1.9 mm) made of (big series) frame 67 x 64 mm, sash 67 x 110 mm & mullion 67 x 80 mm all having wall thickness of 2.3 ±. 0.2 mm and single glazing bead / double glazing bead of appropriate dimension.(Area of door upto 2.50 sqm)",sqm sqm,10284.70 10451.95,,,
9.147D,"Providing and fixing factory made uPVC white colour sliding glazed window upto 1.50 m in height dimension comprising of uPVC multi-chambered frame with in-built roller track and sash extruded profiles duly reinforced with 1.60 ± 0.2 mm thick galvanized mild steel section made from roll forming process of required length (shape & size according to uPVC profile), appropriate dimension of uPVC extruded glazing beads and uPVC extruded interlocks, EPDM gasket, wool pile, zinc alloy (white powder coated) touch locks with hook, zinc alloy body with single nylon rollers (weight bearing capacity to be 40 kg), G.I fasteners 100 x 8 mm size for fixing frame to finished wall and necessary stainless steel screws etc. Profile of frame & sash shall be mitred cut and fusion welded at all corners, including drilling of holes for fixing hardware's and drainage of water etc. After fixing frame the gap between frame and adjacent finished wall shall be filled with weather proof silicon sealent over backer rod of required size and of approved quality, all complete as per approved drawing & direction of Engineer-in-Charge. (Single / double glass panes, wire mesh and silicon sealent shall be paid separately). Variation in profile dimension in higher side shall be accepted but no extra payment on this account shall be made.",,,,,
9.155,"Providing and fixing panelling or paneling and glazing in panelled or panelled and glazed shutters for doors, windows and clerestory windows ( area of opening for panel inserts excluding portion inside grooves or rebated to be measured). Panelling for panelled and glazed shutters 25mm to 40mm thick: Pre-laminated with decorative lamination on both side exterior Grade - I MDF Board 12 mm thick confirming to IS:14587",sqm,1693.30,,,
9.156,"Providing and fixing Pre -laminated medium density fibre board exterior grade (Grade-I) IS:14587:1998 marked, to frame, backing or studding with screws etc. complete ( Frames, backing or studding to be paid separately).",,,,,
,9.156.1 Pre-laminated with decorative lamination on both side exterior Grade - I MDF Board 12 mm thick confirming to IS:14587,sqm,921.35,,,
,9.156.2 Pre-laminated with decorative lamination on both side exterior Grade - I MDF Board 18 mm thick confirming to IS:14587,sqm,1120.55,,,
9.157,"Providing and fixing Pre-laminated medium density fibre board IS: 14587:1998 marked, with one side decorative lamination other side balancing lamination Grade-I(exterior grade) in shelves with screws and fittings wherever required, edges to be sealed with PVC edge bending tape 2.00 mm thick of approved brand (fittings to be paid separately).",,,,,
,9.157.1 Pre-laminated with decorative lamination one side and other side balancing lamination exterior Grade - I MDF Board 18 mm thick confirming to IS:14587,sqm,1260.70,,,
,9.157.2 Pre-laminated with decorative lamination one side and other side balancing lamination exterior Grade - I MDF Board 25 mm thick confirming to IS:14587,sqm,1679.45,,,
9.158,"Providing and fixing in wall lining medium density fibre board IS: 14587:1998 marked, Pre-laminated one side decorative lamination and other side balancing lamination, with necessary fixing arrangement and screws etc. complete.",,,,,
,9.158.1 12 mm thick.,sqm,1065.15,,,
,9.158.2 18 mm thick.,sqm,1275.60,,,
,9.158.3 25 mm thick.,sqm,1709.75,,,
9.159,Providing and fixing 25mm thick pre-laminated medium density fibre board exterior grade ( Grade-I) IS:14587:1998 marked with one side decorative and other side balancing lamination for cupboard shutters edges to be sealed with PVC edge bending tape 2.00 mm thick of approved brand including ISI marked nickel plated bright finishing M.S. piano hinges conforming to IS:3818 marked with necessary screw etc all complete.,sqm,1890.90,,,
9.160,"Providing and fixing skirting with pre-laminated medium density fibre board exterior grade (Grade-I) conforming to IS: 14587:1998 marked, with (one side decorative and other side balancing lamination and edges to be sealed with PVC edge bending tape 2.00 mm thick of approved brand with necessary fixing arrangements and screws, including drilling necessary holes for rawl plugs etc. all complete.",,,,,
,9.160.1 18 mm thick.,sqm,1834.45,,,
,9.160.2 25 mm thick.,sqm,2268.60,,,
9.161,Providing and fixing fire resistant door frame of section 50 x 60 mm on horizontal side & 35 x 60 mm on vertical sides having built in rebate made out of 1.6 mm thick GI sheet ( Zinc coating not less than 120gm/ sqm) suitable for mounting 120 minutes Fire Rated Glazed Door Shutters. The frame shall be filled with mineral wool Insulation having density minimum 96Kg/cum. The frame will have a provision of G.I. anchor fastners 14 nos ( 5 each on vertical style & 4 on horizontal style of size M10 x 80 ) suitable for fixing in the opening along with factory made template for SS ball bearing hinges of Size 100x89x3mm for fixing of fire rated glazed shutter . The frame shall be finished with a approved fire resistant primer or powder coating of not less than 30 micron in desired shade as per the directions of Engineer - in- Charge . (Cost of SS ball bearing hinges is excluded).,metre,1791.05,,,
